LoanID,CustomerID,LoanType,Amount,InterestRate,StartDate,EndDate,Status
401,91,Auto,15282.04,2.36,11/7/2022,10/12/2025,Closed
402,118,Business,46945.44,3.52,11/22/2023,4/16/2028,Active
403,885,Auto,18803.07,3.71,2/24/2024,3/31/2027,Active
404,981,Mortgage,3437.28,5.27,5/17/2024,2/11/2028,Active
405,437,Auto,15945.5,2.67,11/30/2023,10/20/2028,Closed
406,435,Auto,7626.33,4.19,11/30/2022,4/1/2028,Active
407,608,Auto,10953.3,5.28,3/4/2023,1/11/2029,Active
408,977,Mortgage,28709.15,7.14,8/22/2023,2/6/2028,Closed
409,332,Mortgage,32603.89,2.2,6/27/2023,1/30/2027,Closed
410,681,Auto,22655.7,2.41,3/14/2024,4/6/2029,Active
411,429,Mortgage,22544.82,2.17,11/27/2022,2/3/2030,Active
412,804,Business,1624.95,2.54,2/17/2024,3/21/2028,Active
413,344,Auto,45495.25,2.71,2/13/2023,9/22/2025,Active
414,193,Auto,37407.13,4.2,5/9/2024,7/27/2025,Active
415,192,Mortgage,45466.56,3.58,7/27/2022,2/11/2028,Active
416,504,Auto,14029.27,1.69,8/1/2022,7/17/2029,Closed
417,254,Business,31088.9,3.61,10/27/2023,3/12/2026,Closed
418,568,Personal,28131.77,4.17,12/27/2023,6/11/2028,Active
419,217,Business,31303.41,6.92,10/25/2023,9/14/2026,Active
420,780,Personal,40266.29,4.04,11/11/2022,9/27/2026,Closed
421,445,Mortgage,7694.28,1.87,1/24/2023,6/21/2026,Closed
422,292,Business,14611.04,3.95,8/13/2023,12/30/2027,Closed
423,386,Auto,23713.28,6.4,10/21/2022,10/21/2026,Closed
424,174,Auto,45049.09,4.83,8/23/2023,12/11/2029,Closed
425,60,Mortgage,32789.79,7.49,4/7/2024,10/5/2029,Closed
426,254,Personal,18452.93,6.8,3/18/2023,3/6/2028,Active
427,527,Business,6870.5,2.37,7/16/2023,6/11/2029,Closed
428,644,Auto,38470.79,2.14,9/22/2023,2/27/2026,Active
429,542,Personal,16794.38,3.5,6/29/2023,12/22/2028,Active
430,253,Personal,47002.72,5.54,12/11/2023,5/14/2028,Closed
431,346,Mortgage,27299.41,7.29,4/21/2023,7/19/2028,Active
432,798,Auto,10098.14,6.64,5/28/2023,1/13/2027,Active
433,871,Auto,10543.32,7.32,4/9/2024,9/3/2025,Closed
434,225,Mortgage,36963.66,4.75,6/6/2024,2/21/2026,Active
435,233,Auto,1909.47,5.93,2/24/2024,4/14/2028,Closed
436,476,Business,30031.07,5.68,10/17/2023,5/20/2030,Active
437,596,Mortgage,36988.28,3.47,10/31/2022,6/15/2030,Closed
438,903,Mortgage,29353.34,1.71,8/3/2023,7/16/2027,Closed
439,497,Auto,48606.26,6.06,4/4/2023,6/24/2029,Closed
440,959,Auto,2200.45,4.12,1/22/2023,5/2/2027,Active
441,911,Auto,13114.45,4.23,6/8/2024,8/16/2028,Closed
442,483,Personal,28062.92,3.33,2/29/2024,10/25/2028,Active
443,791,Auto,37510.42,3.74,4/3/2023,10/2/2029,Closed
444,435,Auto,30373.72,4.27,3/10/2023,2/15/2029,Active
445,577,Business,9822.76,3.95,8/23/2022,2/3/2027,Active
446,734,Business,11703.56,7.28,1/15/2023,7/19/2029,Active
447,501,Mortgage,10342.1,6.67,12/27/2022,4/19/2028,Active
448,585,Mortgage,16996.77,3.93,12/2/2022,5/25/2028,Closed
449,700,Mortgage,46272.09,3.09,4/23/2024,4/22/2029,Active
450,316,Personal,2031.8,4.19,8/27/2023,8/10/2026,Active
451,154,Business,19847.86,5.67,7/16/2022,1/29/2030,Active
452,657,Business,2636.27,3.63,9/6/2022,1/30/2030,Active
453,598,Mortgage,24068.77,1.54,8/17/2022,8/27/2029,Closed
454,191,Personal,21960.24,2.94,8/10/2022,3/3/2029,Closed
455,747,Personal,23662.33,4.7,1/8/2024,4/6/2027,Active
456,224,Mortgage,26751.05,3.08,10/11/2022,4/20/2028,Closed
457,77,Personal,17878.45,5.54,9/22/2022,5/23/2027,Active
458,825,Business,37730.97,2.36,9/6/2022,10/10/2025,Active
459,67,Mortgage,37281.88,3.22,10/25/2022,3/3/2028,Closed
460,948,Personal,2233.44,2.73,4/13/2024,6/26/2026,Closed
461,552,Business,44405.48,6,8/27/2023,6/17/2027,Closed
462,320,Mortgage,14747.95,7.29,2/29/2024,5/12/2029,Closed
463,813,Business,43670.25,4.21,11/16/2023,4/27/2030,Active
464,66,Mortgage,39143.55,4.57,1/27/2023,2/27/2026,Closed
465,607,Personal,20821.72,2.89,10/20/2022,2/27/2026,Active
466,15,Auto,11956.06,2.67,4/14/2024,8/12/2026,Active
467,306,Auto,24222.2,5.91,11/29/2023,4/28/2030,Active
468,415,Auto,45196.7,1.56,1/7/2024,11/19/2029,Active
469,912,Auto,44956.15,4.55,3/4/2023,9/3/2025,Active
470,770,Personal,14783.78,7.19,8/20/2023,5/1/2030,Active
471,570,Personal,22179.28,4.3,9/23/2022,8/20/2026,Closed
472,710,Business,2665.23,7.14,8/31/2023,5/16/2026,Closed
473,223,Business,41890.44,1.97,4/13/2023,4/19/2027,Active
474,707,Mortgage,26297.69,2.64,11/21/2022,9/20/2025,Active
475,782,Personal,29884.15,2.71,4/20/2023,2/1/2030,Active
476,313,Auto,1331.01,2.88,2/5/2023,7/23/2029,Active
477,284,Mortgage,33072.07,3.91,1/25/2023,6/1/2026,Closed
478,423,Auto,29450.92,5.85,5/25/2024,11/2/2025,Active
479,575,Business,28194.17,2.07,8/7/2023,12/11/2028,Active
480,949,Business,32799.79,6.83,3/28/2024,7/7/2025,Active
481,651,Business,40681.72,6.19,5/3/2024,5/27/2026,Active
482,572,Mortgage,18825.16,6.89,3/4/2024,6/26/2028,Active
483,374,Personal,2674.74,2.55,6/11/2023,10/21/2027,Active
484,408,Business,4109.52,1.81,7/25/2022,6/1/2028,Active
485,251,Auto,4560.84,5.86,6/5/2023,1/25/2029,Closed
486,414,Mortgage,8572.48,4.46,8/8/2023,10/1/2029,Active
487,484,Personal,21268.23,5.65,5/27/2023,5/31/2026,Closed
488,544,Mortgage,1186.23,5.67,7/2/2022,2/20/2027,Active
489,602,Mortgage,21454.99,4.72,6/11/2024,1/12/2028,Active
490,544,Personal,22767.25,5.3,3/5/2023,4/23/2030,Closed
491,928,Personal,47146.62,7.47,5/11/2024,9/22/2029,Active
492,989,Personal,39570.21,5.38,9/17/2023,6/16/2027,Active
493,281,Business,29036.47,3,2/20/2024,3/20/2028,Closed
494,251,Business,29912.96,5.87,11/7/2023,10/17/2025,Active
495,970,Personal,3094.14,2.5,3/31/2023,3/20/2029,Closed
496,834,Business,5857.51,5.57,4/9/2023,11/2/2025,Closed
497,443,Personal,12328.75,1.81,11/15/2022,1/4/2026,Closed
498,511,Mortgage,4161.38,4.96,3/6/2024,2/4/2026,Closed
499,504,Mortgage,49753.66,3.16,1/1/2023,8/22/2025,Active
500,870,Personal,28506.63,7.47,12/14/2023,8/25/2025,Closed
501,302,Business,6154.47,7.41,9/22/2022,12/21/2029,Active
502,39,Personal,38106.79,2.27,4/16/2024,9/18/2027,Closed
503,315,Auto,20732.03,2.78,1/27/2023,3/6/2027,Closed
504,558,Business,35429.14,4.38,10/12/2023,12/17/2025,Active
505,823,Personal,40090.36,4.26,7/3/2022,11/18/2026,Closed
506,26,Business,48737.17,2.63,7/15/2022,1/3/2026,Closed
507,656,Mortgage,35588.99,3.95,9/14/2022,11/19/2026,Active
508,437,Auto,38857.63,3.25,8/29/2022,11/16/2029,Closed
509,608,Auto,32576.39,7.25,3/5/2023,10/10/2025,Closed
510,415,Personal,34097.35,4.35,2/13/2024,6/23/2025,Closed
511,427,Mortgage,45403.48,4.54,12/13/2023,8/31/2025,Closed
512,227,Auto,24610.76,4.39,5/7/2024,2/17/2030,Closed
513,911,Auto,28580.07,5.63,8/18/2022,11/15/2027,Closed
514,988,Auto,25749.97,3.98,7/8/2023,4/8/2028,Active
515,451,Auto,16290.68,6.76,2/18/2023,4/5/2029,Active
516,195,Business,2839.05,2.28,2/1/2024,11/14/2025,Closed
517,333,Mortgage,9938.34,6.5,7/20/2022,12/17/2027,Closed
518,509,Mortgage,8614.88,7.42,5/6/2024,10/28/2026,Active
519,633,Auto,39684.66,5.03,4/3/2023,12/12/2027,Active
520,936,Business,38192.17,5.84,3/2/2023,9/24/2025,Active
521,449,Business,11207.83,2.47,5/2/2024,9/15/2025,Closed
522,3,Personal,41867.72,4.55,12/21/2023,12/1/2026,Active
523,312,Personal,25051.49,2.04,11/3/2022,2/28/2026,Active
524,448,Mortgage,26112.87,3.75,8/5/2023,5/7/2030,Closed
525,880,Mortgage,1743.81,3.98,9/5/2022,9/10/2029,Active
526,630,Business,45979.14,1.52,2/15/2024,3/31/2030,Closed
527,869,Personal,31607.63,2.74,1/11/2023,5/29/2029,Active
528,241,Personal,31501.61,1.69,8/13/2023,8/25/2026,Closed
529,814,Auto,29814.59,2.59,3/10/2023,2/21/2027,Active
530,68,Business,19300.53,3.69,7/11/2022,2/25/2030,Closed
531,487,Auto,26549.93,2.77,7/4/2023,4/4/2030,Active
532,569,Mortgage,48654.63,5.61,1/2/2023,10/11/2025,Closed
533,686,Mortgage,39426.6,3.87,8/29/2023,11/6/2027,Closed
534,323,Business,11298.86,5.8,8/21/2022,1/7/2028,Closed
535,119,Mortgage,29039.97,1.54,11/21/2022,3/17/2029,Active
536,765,Business,46477.29,6.47,3/19/2023,10/15/2028,Closed
537,900,Mortgage,33339.58,2.66,5/15/2023,11/18/2028,Active
538,452,Business,20887.87,6.33,10/12/2023,5/24/2029,Active
539,301,Auto,34987.34,3.76,9/1/2023,10/30/2025,Closed
540,720,Mortgage,26003,3.26,5/26/2024,5/9/2027,Active
541,778,Business,43473.63,7.35,9/6/2022,5/6/2026,Closed
542,470,Auto,42500.9,3.67,5/18/2023,5/7/2030,Closed
543,805,Mortgage,19840.77,2.64,1/5/2024,7/5/2026,Active
544,428,Mortgage,19263.37,2.91,8/14/2022,12/9/2027,Active
545,833,Auto,30792.03,5.03,7/24/2022,5/16/2026,Closed
546,603,Business,19481.17,1.8,3/4/2024,8/14/2027,Active
547,527,Business,38132.12,4.61,11/13/2023,2/2/2030,Active
548,296,Mortgage,15167.18,1.62,1/2/2023,10/12/2028,Closed
549,229,Auto,26795.7,3.06,12/18/2023,4/29/2030,Active
550,142,Business,6926.05,4.88,11/22/2022,11/13/2028,Active
551,888,Business,31010.8,6.7,4/28/2024,4/30/2026,Active
552,671,Personal,44079.52,5.1,8/9/2023,2/16/2029,Closed
553,302,Personal,47243.92,1.92,11/8/2022,9/9/2027,Active
554,87,Personal,14459.22,6.6,8/27/2023,2/9/2029,Closed
555,339,Business,30726.28,5.08,5/28/2024,9/19/2025,Active
556,487,Personal,17789.28,3.82,2/13/2023,6/30/2027,Closed
557,135,Personal,3812.66,5.34,1/7/2023,8/9/2029,Closed
558,357,Business,43312.4,7.35,9/21/2023,10/14/2025,Closed
559,715,Mortgage,32720.19,3.72,5/10/2024,6/16/2030,Active
560,292,Mortgage,12571.02,4.41,3/18/2024,4/8/2029,Closed
561,978,Business,49841.72,5.14,9/11/2023,10/21/2025,Active
562,762,Personal,36256.15,2.3,6/5/2024,3/4/2026,Closed
563,491,Personal,23927.81,5.04,11/1/2023,5/19/2028,Closed
564,322,Auto,39193.73,5,3/1/2023,3/7/2030,Active
565,829,Personal,2475.28,5.13,1/24/2023,12/27/2025,Closed
566,271,Mortgage,46206.5,4.73,3/27/2023,8/1/2025,Closed
567,924,Auto,10965.5,7.05,2/12/2023,8/16/2027,Active
568,387,Business,20780.43,3.17,9/30/2022,4/12/2027,Active
569,242,Business,19957.21,3.12,6/15/2023,1/8/2029,Closed
570,862,Business,30523.66,1.55,4/26/2024,3/28/2029,Closed
571,531,Business,12365.31,6.98,7/9/2023,7/6/2027,Closed
572,126,Personal,16854.05,1.73,10/16/2023,7/3/2026,Closed
573,625,Mortgage,34662.94,6.24,7/14/2023,10/12/2025,Closed
574,478,Auto,10126.63,1.82,6/9/2023,8/8/2028,Active
575,371,Auto,14362.02,5.86,3/10/2023,3/14/2030,Closed
576,575,Business,4123.44,5.11,8/12/2023,2/12/2029,Closed
577,472,Personal,27930.76,3.16,1/4/2024,1/19/2030,Active
578,468,Auto,49026.99,6.73,2/19/2023,4/23/2028,Active
579,626,Mortgage,46647.35,3.79,3/17/2023,1/17/2029,Active
580,245,Business,27760.78,7.39,10/26/2023,1/12/2030,Active
581,234,Auto,21281.35,7.2,11/24/2023,3/9/2027,Active
582,693,Mortgage,28431.62,5.38,9/21/2022,1/14/2028,Closed
583,492,Business,1020.8,5.82,2/23/2023,12/13/2026,Closed
584,31,Mortgage,10378.09,5.42,7/28/2022,6/19/2029,Active
585,859,Personal,49271.29,3.86,11/22/2023,7/16/2026,Closed
586,858,Business,34889.04,3.33,3/3/2024,9/5/2028,Closed
587,835,Personal,5507.53,7.39,2/17/2023,9/6/2028,Closed
588,69,Business,9883.51,3.94,3/25/2024,11/4/2026,Closed
589,753,Business,4430.08,6.91,10/13/2022,7/10/2028,Active
590,784,Business,11173.86,4.7,9/3/2023,9/14/2027,Active
591,11,Personal,7978.26,6.3,1/1/2024,4/26/2030,Active
592,311,Business,15854.79,5.16,10/27/2022,10/21/2029,Closed
593,407,Auto,40648.86,3.16,1/18/2023,4/27/2026,Closed
594,464,Mortgage,39108.87,2.85,6/5/2024,4/4/2027,Closed
595,276,Personal,41039.16,7.29,6/30/2023,6/5/2028,Closed
596,295,Mortgage,7465.85,5.42,9/22/2023,7/28/2028,Closed
597,175,Mortgage,45347.66,5.41,9/2/2022,2/24/2030,Active
598,718,Personal,43337.81,5.19,7/19/2022,4/1/2026,Closed
599,940,Personal,27099.13,7,4/5/2023,10/8/2029,Active
600,843,Mortgage,18412.17,6.65,3/9/2023,8/5/2027,Closed
