TransactionID,CardID,Merchant,Amount,Currency,Date,Status
366,678,Mendez-Peck,3221.03,EUR,8/21/2022 17:15,Approved
367,393,"Johnson, Weaver and Smith",1652.5,USD,8/11/2022 6:36,Declined
368,66,Booth PLC,223.19,EUR,12/18/2023 7:13,Approved
369,387,White-Miller,3715.42,HRK,7/10/2023 11:45,Approved
370,593,"Perez, Stein and Yang",475.47,HRK,3/19/2025 6:24,Declined
371,175,"Gray, Lewis and Mayer",645.77,USD,7/27/2022 1:21,Declined
372,492,Hancock-Patel,624.77,USD,1/1/2023 23:31,Approved
373,90,Jones-Hernandez,2684.69,EUR,11/24/2024 12:04,Declined
374,668,Burke-Whitney,271.87,EUR,6/2/2024 14:24,Declined
375,694,"Moses, Spears and Campos",2243.76,HRK,1/23/2025 16:24,Declined
376,591,Mitchell-Smith,2387.94,EUR,8/29/2022 7:02,Declined
377,640,"Young, Gilbert and May",3003.34,EUR,11/3/2024 3:45,Approved
378,139,"Hernandez, Green and Flores",536.75,USD,9/17/2023 1:30,Approved
379,286,Howell-Torres,2733.69,EUR,4/22/2024 3:53,Declined
380,428,"White, Lopez and Martinez",1782.95,HRK,5/17/2024 10:43,Approved
381,567,Nolan-Vasquez,3100.96,HRK,12/24/2022 8:04,Approved
382,10,Moore-Sanford,2166.18,EUR,8/12/2023 0:40,Approved
383,648,Grant-Johnson,4004.94,HRK,3/14/2023 8:06,Declined
384,417,Lee PLC,4308.54,USD,1/26/2023 9:32,Declined
385,205,Bender Ltd,4146.31,USD,11/27/2022 0:17,Declined
386,376,Porter Inc,4164.85,EUR,10/3/2024 12:21,Approved
387,763,Perez LLC,4334.34,EUR,2/4/2023 0:24,Approved
388,429,Knight Ltd,2985.43,HRK,4/27/2024 18:18,Declined
389,224,Gibbs Group,2442.58,HRK,5/23/2023 9:32,Approved
390,91,Martin-Williams,2871.92,USD,5/26/2024 7:37,Approved
391,402,"Jackson, Greene and Brown",2654.35,USD,5/7/2023 9:35,Approved
392,117,Suarez Inc,3819.23,HRK,6/26/2023 16:28,Approved
393,512,"Lee, Flores and Harris",388.91,EUR,8/29/2024 16:26,Declined
394,194,Wright-Figueroa,3977.75,HRK,6/12/2025 4:32,Approved
395,118,Weaver-Nguyen,1948.14,HRK,2/18/2023 10:00,Approved
396,432,"Campbell, Figueroa and Perry",4605.01,USD,7/11/2024 20:46,Approved
397,482,Collins LLC,3071.53,HRK,4/28/2024 4:58,Declined
398,275,Davenport PLC,2894.09,USD,4/26/2025 0:44,Declined
399,706,"Kelly, Eaton and James",3012.25,USD,9/30/2022 7:12,Approved
400,488,Fowler Ltd,3364.41,HRK,3/24/2024 7:07,Declined
401,768,Clark and Sons,1482.79,HRK,12/11/2022 1:46,Declined
402,516,Farrell PLC,1128.41,HRK,11/12/2022 8:50,Declined
403,241,"Davis, Martinez and Petty",3402.01,HRK,10/25/2023 17:57,Approved
404,157,Hess-Smith,2411.74,EUR,11/17/2022 2:19,Approved
405,619,Kramer PLC,3162.43,USD,4/7/2025 23:08,Declined
406,796,Erickson-Cortez,4805.57,EUR,10/13/2024 13:02,Approved
407,449,Warner-Ingram,4044.57,USD,3/25/2024 11:11,Approved
408,331,"Thomas, Berry and Guerra",2790.47,USD,1/28/2023 13:17,Declined
409,506,Price-Anthony,4338.89,USD,7/14/2022 22:16,Approved
410,721,"Griffith, Murphy and Cox",4957.33,HRK,3/22/2023 6:55,Approved
411,416,Baker Ltd,4056.43,USD,9/5/2024 23:53,Declined
412,239,"Collins, Molina and Skinner",2859.38,EUR,7/28/2024 11:46,Declined
413,265,"Parker, Nielsen and Hampton",492.85,USD,8/3/2024 14:01,Declined
414,326,Collins-Glenn,1172.6,EUR,2/9/2024 21:11,Declined
415,223,Owens Ltd,3881.02,HRK,5/24/2024 7:08,Approved
416,9,"Harper, Dawson and Roberts",4474.31,EUR,5/11/2024 8:31,Declined
417,534,"Washington, Cantrell and Branch",3309.08,EUR,7/31/2022 17:13,Approved
418,667,"Pierce, Johnson and Scott",2937.78,HRK,9/8/2023 19:16,Declined
419,372,"Nicholson, Johnson and Hughes",4410.24,HRK,11/30/2022 15:52,Declined
420,139,Montes Inc,3150.04,HRK,3/7/2025 21:06,Approved
421,576,"Mckenzie, Murphy and Martin",4926.43,HRK,1/6/2024 6:27,Approved
422,720,Atkins Inc,542.52,EUR,3/13/2023 4:02,Approved
423,337,Conner LLC,3256,USD,5/11/2024 17:12,Declined
424,411,Montoya-Fernandez,2543.57,USD,1/3/2025 6:08,Approved
425,221,Elliott Inc,4815.14,EUR,4/16/2023 1:35,Approved
426,440,"Peterson, Rich and West",2266.84,EUR,1/20/2024 13:41,Approved
427,124,Gray-Nixon,2396.71,USD,9/13/2024 22:26,Declined
428,12,Taylor and Sons,3533.2,USD,8/25/2023 13:08,Declined
429,136,"Blankenship, Hammond and Bradley",3254.03,HRK,10/28/2023 1:57,Approved
430,753,"Buckley, Wright and Rollins",4255.66,EUR,7/14/2023 18:53,Approved
431,705,Munoz PLC,3085.56,HRK,5/9/2024 12:28,Approved
432,63,Graham Inc,2061.91,USD,5/11/2024 13:52,Approved
433,752,Bell PLC,1177.27,EUR,3/26/2023 8:31,Declined
434,15,Merritt-Roberts,475.25,HRK,6/7/2025 6:26,Approved
435,665,Murray Inc,3955.56,EUR,6/21/2025 16:05,Declined
436,173,Green Inc,1486.17,HRK,2/27/2025 0:09,Declined
437,160,Matthews-Myers,3348.66,HRK,5/3/2023 13:33,Approved
438,162,Wright-Williams,3467.17,USD,4/26/2023 12:13,Declined
439,8,Mckinney-Phillips,3490.04,EUR,1/13/2025 7:56,Declined
440,422,"Brady, Williamson and Walsh",1758.43,USD,11/9/2024 2:51,Approved
441,685,Lawrence Ltd,3680.51,EUR,4/29/2025 16:03,Approved
442,345,Hensley PLC,2085.56,EUR,4/11/2025 8:03,Approved
443,628,Gomez-Fernandez,4014.52,EUR,10/28/2023 4:16,Approved
444,317,"Blanchard, Miller and Patel",2477.49,USD,11/23/2023 8:32,Approved
445,198,Smith PLC,2339.95,EUR,10/21/2022 12:12,Declined
446,652,"Sanchez, Kelley and Phelps",675.5,EUR,6/20/2023 15:49,Approved
447,701,Hayes Group,3169.02,USD,3/31/2024 0:45,Approved
448,395,Smith-Smith,4301.09,HRK,12/15/2023 5:26,Approved
449,28,Herrera Ltd,3216.81,EUR,8/27/2024 18:53,Declined
450,328,Moreno-Gonzalez,3084.43,USD,5/27/2025 2:04,Approved
451,37,"Jones, Davis and Miller",3172.7,USD,3/30/2023 4:13,Approved
452,492,"Cunningham, Mitchell and Morgan",1914.24,EUR,5/17/2024 22:31,Declined
453,598,Sanders-Walters,3321.51,EUR,12/12/2023 8:16,Approved
454,794,Williams Ltd,843.57,EUR,1/26/2023 6:59,Approved
455,238,Floyd-Hanson,2688.61,USD,12/24/2022 5:00,Declined
456,96,Kim-Mcdonald,4174.65,HRK,2/1/2023 23:41,Approved
457,624,"Hill, Miller and Perez",3385.65,HRK,5/26/2023 9:01,Approved
458,313,Boyer-Lawson,638.45,HRK,7/1/2023 7:58,Approved
459,302,Lee-Montgomery,15.99,EUR,2/21/2023 23:02,Approved
460,525,"Frank, Curry and Duran",3724.68,EUR,11/14/2024 12:38,Declined
461,196,"Rubio, Nguyen and Morris",1011.85,EUR,9/24/2024 5:10,Approved
462,244,Banks-Pierce,1290.48,EUR,1/9/2025 14:12,Declined
463,105,Harris-Barnes,4695.66,HRK,8/9/2024 12:41,Declined
464,447,Cortez Inc,4513.14,EUR,4/6/2023 9:45,Approved
465,520,Hartman-Hill,2176.12,EUR,7/30/2023 2:37,Declined
466,180,"Wheeler, Clayton and Fitzgerald",1424.97,HRK,2/17/2023 14:17,Approved
467,393,"Good, Simmons and Greer",4719.16,USD,7/2/2022 0:12,Declined
468,352,"Dalton, Campbell and Miller",109.01,EUR,6/22/2025 5:38,Approved
469,349,Lucas and Sons,4106.86,USD,6/23/2024 6:40,Declined
470,168,Gaines Inc,4870.54,HRK,6/27/2022 8:27,Declined
471,624,Conrad-Bell,1363.54,EUR,1/21/2024 7:48,Approved
472,255,"Baker, Hines and Robinson",2848.74,HRK,10/29/2022 7:26,Declined
473,291,"Dickson, Murphy and Rodriguez",1637.16,EUR,12/17/2024 5:14,Approved
474,482,"Rivera, Lyons and Mendez",2027.26,USD,2/17/2025 3:30,Declined
475,469,Hughes PLC,627.38,HRK,12/23/2024 16:32,Approved
476,5,Moore-Martinez,192.99,HRK,12/2/2022 6:12,Declined
477,281,"Williams, Morales and Carpenter",686.19,HRK,8/15/2022 23:48,Declined
478,218,Galvan-Taylor,4673.13,EUR,3/5/2025 0:38,Declined
479,683,Vargas-Hawkins,1889.57,EUR,7/18/2022 6:25,Declined
480,461,"Vance, Holden and Holt",2947.27,HRK,7/20/2022 17:40,Declined
481,468,Oconnor and Sons,86.92,HRK,4/11/2023 17:09,Approved
482,469,Bowman-Ayala,3502.9,HRK,12/20/2023 11:41,Approved
483,444,Velasquez-Hernandez,2923.29,USD,8/16/2024 7:55,Declined
484,637,"Anderson, Collins and Mcbride",2204.37,USD,8/20/2023 7:05,Approved
485,27,Reed PLC,4817.05,USD,1/19/2023 13:43,Declined
486,734,Tanner-Nguyen,4662.05,EUR,6/21/2024 21:51,Approved
487,345,Allen-Velazquez,1963.98,EUR,12/18/2023 21:48,Declined
488,443,"Burns, Adams and Tran",3640.84,USD,7/3/2022 19:28,Declined
489,79,Hall Group,2716.38,HRK,12/28/2023 16:24,Declined
490,21,Gardner-Little,3432.69,EUR,10/15/2023 2:08,Declined
491,679,Kim-Pierce,1466.19,HRK,8/23/2024 15:49,Approved
492,210,Garza LLC,1424.01,USD,6/3/2023 8:45,Declined
493,626,"Guerrero, Walker and Lucero",4438.52,EUR,5/3/2023 22:59,Declined
494,20,Lucas-Hernandez,4415.3,EUR,8/14/2022 11:52,Declined
495,778,Walker LLC,4547.11,HRK,3/28/2024 19:38,Declined
496,419,"Hood, Anthony and Gonzalez",2045.6,HRK,5/1/2025 19:05,Approved
497,497,Gibbs-Montgomery,1719.06,USD,10/12/2022 15:56,Approved
498,730,Boyd Group,3748.2,EUR,11/24/2023 1:49,Approved
499,575,Walsh-Stephens,2175.99,EUR,10/17/2022 4:48,Approved
500,340,"Callahan, Rodriguez and King",4008.68,USD,7/18/2023 6:12,Declined
501,35,"Burke, Buckley and Villarreal",4223.2,EUR,2/17/2023 18:19,Approved
502,699,Moreno and Sons,4297.03,HRK,10/17/2024 20:06,Declined
503,723,"Cortez, Lucas and Mueller",4994.96,EUR,8/25/2023 8:17,Approved
504,774,Rivas Ltd,1885.08,EUR,7/4/2022 13:29,Approved
505,645,Watts-Martin,2059.3,USD,7/31/2023 10:03,Declined
506,587,Carr and Sons,1226.25,HRK,4/13/2023 4:36,Declined
507,573,Mcbride Ltd,4341.52,HRK,5/7/2025 21:03,Declined
508,201,Barnett-Cox,1618.77,EUR,11/25/2024 16:08,Approved
509,20,Berry-Williams,3601.85,USD,11/16/2024 12:23,Approved
510,789,"Moore, Myers and Harris",401.93,USD,4/11/2025 21:39,Declined
511,563,"Warren, Adams and Moore",2892.64,HRK,3/13/2025 17:38,Declined
512,87,"Graham, Donovan and Nichols",4834.36,HRK,11/27/2022 7:11,Approved
513,2,"Hodge, Branch and Foster",3796.66,HRK,11/15/2022 17:17,Declined
514,151,"Nielsen, Johnson and Weber",4533.22,HRK,5/5/2023 14:52,Declined
515,471,"Hamilton, Glenn and Gregory",1754.64,EUR,1/20/2025 2:55,Declined
516,50,Pacheco-Scott,4458.21,EUR,2/16/2024 9:06,Declined
517,425,Perry-Sparks,737.67,USD,3/26/2025 12:53,Declined
518,221,"Clark, Holden and Knight",1272.38,HRK,4/12/2023 11:41,Declined
519,217,Miller Ltd,3146.2,EUR,7/29/2023 9:25,Declined
520,521,Larsen-Robinson,3905.51,EUR,4/22/2024 7:32,Approved
521,239,Sanchez Group,529.23,USD,4/8/2024 8:35,Approved
522,201,"Walker, Daniels and Richmond",1115.64,EUR,7/22/2022 7:00,Declined
523,91,"Summers, Morris and Hurley",2386.51,HRK,12/24/2022 20:51,Approved
524,460,"Hartman, Stewart and Chavez",4414.56,USD,10/18/2024 0:38,Declined
525,309,"Thompson, Sullivan and Weber",1403.3,EUR,10/7/2024 19:10,Declined
526,473,Long PLC,4431.28,USD,4/14/2025 6:39,Declined
527,140,Anderson-Wilson,1943.68,EUR,8/8/2023 1:12,Declined
528,552,"Delgado, Martinez and Dillon",1569.24,USD,7/17/2024 17:57,Declined
529,508,"Underwood, Gonzalez and Shaffer",1328.51,EUR,7/30/2023 2:15,Declined
530,628,Soto-Sloan,1366.71,EUR,3/21/2025 15:15,Approved
531,293,"Garner, Davis and Benton",4197.36,HRK,10/21/2024 18:22,Declined
532,142,"Barnett, Norton and Peters",2939.23,USD,11/11/2023 6:54,Declined
533,768,Silva Group,2301.18,EUR,10/21/2024 4:56,Approved
534,772,"Rogers, Mitchell and Mckenzie",3921.12,EUR,3/5/2025 23:28,Declined
535,477,Romero Group,2102.36,EUR,2/2/2025 6:51,Declined
536,26,Greene and Sons,1329.37,USD,10/12/2024 10:25,Approved
537,492,"Olsen, Hall and Nguyen",2109.15,EUR,12/10/2023 13:55,Approved
538,316,Blair-Moore,2985.88,EUR,8/9/2024 17:20,Approved
539,306,Steele-Robbins,445.89,EUR,10/31/2022 21:08,Declined
540,785,Adams Ltd,1042.45,USD,8/3/2023 2:38,Approved
541,637,Smith Ltd,2943.86,USD,2/22/2023 3:19,Approved
542,585,Murphy-Gray,4256.27,HRK,3/16/2024 13:19,Approved
543,419,Robinson-Stewart,1866.14,EUR,1/17/2024 5:00,Approved
544,248,Miller-Harris,3725.6,HRK,4/1/2023 3:32,Declined
545,352,Chavez-Ballard,1224.61,EUR,1/4/2024 20:35,Declined
546,375,Velez Inc,1233.78,USD,12/8/2023 2:51,Approved
547,694,Simmons-Cruz,655.02,EUR,11/15/2024 13:53,Declined
548,33,"Andrews, Jimenez and Peterson",3158.33,HRK,4/7/2024 23:15,Approved
549,38,Dyer-Clayton,1304.84,USD,11/13/2022 0:28,Approved
550,72,"Oconnell, Smith and Davidson",304.35,USD,1/14/2024 9:22,Declined
551,599,Bolton PLC,4948.05,HRK,12/3/2022 1:31,Declined
552,432,Jarvis-White,393.59,HRK,12/27/2023 8:46,Declined
553,322,Strong-Ferguson,4968.12,USD,3/26/2023 21:00,Approved
554,700,Macdonald PLC,4434.22,HRK,6/12/2024 13:52,Approved
555,767,"Morales, Smith and Kim",4808.5,EUR,1/8/2025 20:22,Declined
556,437,"Terry, Alexander and Lewis",387.12,HRK,8/16/2022 0:54,Declined
557,482,"Fernandez, Brown and Thompson",2246.14,USD,2/19/2023 6:34,Declined
558,524,"Butler, Taylor and Johnson",2436.87,USD,6/6/2025 15:11,Declined
559,738,Campbell-Porter,2310.48,HRK,10/22/2024 16:21,Declined
560,410,"Fernandez, Bryant and Mitchell",3357.72,EUR,10/30/2023 13:21,Approved
561,726,"Medina, Patterson and Adams",3072.48,HRK,10/27/2023 19:27,Declined
562,730,Smith-Bates,670.17,EUR,10/9/2022 1:34,Declined
563,615,Morales-Mcguire,2932.9,USD,3/1/2025 8:25,Approved
564,283,Hill-Hall,3593.05,HRK,1/31/2023 20:34,Approved
565,709,Mercado PLC,1161.63,HRK,12/9/2024 9:06,Approved
566,589,"Jones, Graves and Kim",3523.34,EUR,1/9/2024 17:58,Declined
567,293,Haas Group,4277.55,EUR,7/12/2023 5:24,Declined
568,493,Contreras Inc,3403.64,HRK,6/23/2024 11:34,Declined
569,179,Terry LLC,4573.56,USD,8/2/2022 6:46,Declined
570,57,May-Sanford,1775.99,USD,10/1/2024 3:05,Approved
571,545,Taylor Group,1945.81,USD,12/21/2022 23:15,Declined
572,497,Sims LLC,1541.1,USD,1/17/2024 10:56,Approved
573,566,"Stewart, Frank and Miller",2955.95,USD,11/18/2024 12:13,Declined
574,465,Schmitt-Johnson,3667.5,HRK,4/15/2023 8:08,Declined
575,172,Schroeder and Sons,1309.45,EUR,10/3/2023 13:16,Declined
576,132,Hayes Group,18.3,EUR,5/24/2023 3:33,Declined
577,289,Martinez and Sons,520.04,HRK,3/21/2023 9:13,Approved
578,740,Martin-Rogers,1133.52,HRK,10/8/2023 15:02,Declined
579,661,"Harris, Lopez and Brown",1132.17,EUR,7/2/2022 22:33,Approved
580,551,Smith Group,4579.3,HRK,6/26/2023 15:40,Declined
581,424,"Grant, Smith and Mendez",1553.92,EUR,10/3/2024 1:17,Declined
582,310,"Hayes, Farmer and Hill",482.08,USD,3/4/2025 4:35,Approved
583,376,Mcfarland-Clark,386.39,HRK,10/15/2023 4:38,Approved
584,9,Brown-Taylor,711.06,HRK,7/14/2022 2:37,Declined
585,201,Williams LLC,1341.34,EUR,7/31/2022 22:39,Declined
586,548,Martin-Mullen,4074.5,EUR,1/15/2023 9:27,Approved
587,637,Brown-Lee,4678.65,HRK,6/10/2024 13:44,Declined
588,654,Parker Ltd,843.1,USD,10/23/2022 7:39,Declined
589,564,Moreno-Sanchez,3013.58,EUR,2/15/2024 14:01,Approved
590,592,"Perez, Compton and Bennett",2614.96,HRK,10/24/2022 14:14,Approved
591,175,Graham-Rodriguez,4855.77,HRK,1/30/2025 6:19,Declined
592,339,Herring-Vincent,1808.22,HRK,6/11/2024 17:58,Approved
593,386,Thomas-Perkins,2306.27,HRK,4/5/2023 9:56,Approved
594,221,"Jefferson, Abbott and Brown",2692.49,USD,9/27/2022 18:17,Approved
595,319,Decker Group,2664.8,HRK,11/29/2024 15:03,Approved
596,561,Taylor-Brown,4458.19,USD,1/28/2023 12:21,Approved
597,201,"Mullins, Morales and Butler",4802.78,USD,11/13/2022 0:59,Declined
598,395,Coleman-Alexander,949.45,USD,9/25/2024 10:57,Approved
599,320,Lucas-Russell,4574.07,USD,6/3/2023 22:26,Declined
600,589,"Singleton, Kelly and Payne",2319.23,USD,9/14/2024 22:25,Approved
601,602,Perez Ltd,3678.85,USD,8/30/2022 20:22,Approved
602,65,"Savage, King and Boone",2577.48,USD,6/27/2024 2:52,Declined
603,198,"Wright, Reynolds and Johnson",1479.48,USD,4/14/2025 13:29,Declined
604,742,Coleman-Randolph,2010.88,USD,1/18/2025 16:20,Approved
605,86,Adams-Jackson,1665.04,HRK,4/9/2025 5:23,Declined
606,372,"Hall, Green and Kelly",982.91,USD,4/8/2025 20:18,Approved
607,329,Chavez PLC,1121.17,USD,2/1/2024 10:42,Approved
608,315,Herrera-Allen,1487.68,EUR,6/19/2023 1:25,Declined
609,546,Duran and Sons,444.31,HRK,1/14/2023 23:43,Approved
610,49,Ryan and Sons,3085.11,HRK,11/17/2022 23:07,Declined
611,370,Sparks Ltd,3071.49,EUR,8/18/2022 2:10,Declined
612,328,"Lawson, Romero and Bender",2285.81,HRK,2/17/2023 4:19,Declined
613,244,"Hodges, Gutierrez and Flores",3747.82,EUR,7/29/2023 3:28,Declined
614,311,Solis-Velazquez,602.8,HRK,4/9/2024 19:54,Approved
615,612,"Patel, Lewis and Kim",2957.11,USD,7/21/2022 15:24,Declined
616,629,Mitchell Ltd,4289.15,HRK,9/15/2023 16:50,Declined
617,350,Little PLC,767.74,EUR,3/5/2025 23:31,Declined
618,701,"Quinn, Hernandez and Zhang",414.76,HRK,4/17/2024 15:06,Approved
619,24,"Lee, Garza and Reed",2099.66,USD,4/16/2024 9:30,Declined
620,657,Russell-Richards,1905.77,HRK,9/29/2024 3:24,Approved
621,18,"Hernandez, Washington and Adams",299.07,HRK,9/5/2023 10:34,Approved
622,164,"Morris, Thompson and Vazquez",3322.45,USD,8/16/2022 8:00,Approved
623,415,Thompson-Gould,2680.06,EUR,12/29/2023 6:28,Approved
624,156,"Stewart, Smith and Jones",3436.64,HRK,6/28/2023 7:22,Declined
625,365,Brown PLC,4639.71,EUR,8/11/2024 4:46,Approved
626,666,"Bell, Brown and Thompson",3911.91,HRK,12/18/2024 19:49,Declined
627,150,Evans Ltd,157.23,USD,6/15/2025 6:27,Declined
628,509,Hunter Group,2866.81,HRK,6/24/2024 0:10,Approved
629,764,Brown LLC,24.39,EUR,7/24/2023 2:55,Approved
630,143,Wright-Newman,3311.93,HRK,9/29/2023 17:23,Declined
631,505,"Clayton, Guzman and Chase",651.88,USD,10/27/2023 8:20,Declined
632,51,"Murray, Cummings and Moore",3518.78,USD,10/13/2023 1:30,Approved
633,32,Dixon Group,237.9,HRK,6/1/2024 10:10,Declined
634,274,Roberts-Reed,2796.49,HRK,3/22/2023 14:06,Declined
635,753,Stokes PLC,648.45,USD,10/29/2022 6:32,Declined
636,126,Williamson PLC,728.02,EUR,3/24/2024 23:28,Approved
637,303,"Harris, Oliver and Wise",1676.71,HRK,6/6/2025 5:33,Approved
638,340,Osborne-Rodgers,3386.07,HRK,11/30/2022 18:13,Approved
639,724,Mullins LLC,4649.09,HRK,7/11/2024 5:18,Declined
640,17,Duncan-Jackson,4031.04,USD,1/18/2024 18:18,Declined
641,566,Stanley-Tanner,148.26,USD,12/22/2022 4:04,Declined
642,14,Carter-Woodward,2095.45,EUR,4/12/2025 12:03,Declined
643,489,Keller Ltd,1321.13,EUR,10/18/2022 17:48,Declined
644,43,Wilson Group,3591.5,USD,12/15/2023 22:20,Declined
645,86,"Franklin, Lee and Howard",3174.65,HRK,5/7/2024 14:08,Declined
646,447,Sandoval Inc,1963.75,HRK,1/9/2025 14:37,Declined
647,210,Spencer-Ramirez,181.21,EUR,8/27/2023 2:10,Declined
648,643,Jones-Cole,4205.78,EUR,6/15/2024 12:18,Approved
649,226,Lester-Smith,2576.54,EUR,10/5/2024 0:24,Declined
650,746,Lee Group,4400.97,EUR,10/14/2023 13:59,Declined
651,714,"Manning, Hamilton and Butler",4912.77,HRK,12/19/2023 8:25,Approved
652,76,"Cowan, Villegas and Campbell",1033.99,HRK,5/11/2023 9:22,Approved
653,427,"Bailey, Valencia and Howell",3237.54,USD,11/16/2023 16:00,Approved
654,91,Martinez-Miller,4961.49,HRK,6/19/2025 12:47,Approved
655,570,Odonnell Inc,1914.04,EUR,2/22/2025 18:44,Declined
656,604,"Reeves, Alexander and Johnson",1389.09,EUR,2/9/2024 23:10,Approved
657,772,Jenkins-Williams,2889.2,USD,2/8/2024 10:23,Approved
658,522,Logan and Sons,88.3,EUR,10/14/2024 6:36,Approved
659,779,Mcdonald-Greene,3606.55,EUR,6/6/2025 20:20,Declined
660,748,Elliott-Rodriguez,1233.23,USD,6/27/2022 2:38,Declined
661,316,Thompson Inc,371.72,HRK,6/18/2024 16:13,Approved
662,266,Mills Group,2300.71,HRK,3/9/2023 22:05,Approved
663,371,Harris Ltd,1170.63,EUR,3/14/2024 23:36,Approved
664,575,Rios-Watts,1200.65,EUR,8/28/2022 19:09,Approved
665,754,"Butler, Wagner and Best",2047.15,USD,7/28/2022 1:12,Approved
666,578,West Inc,1660.25,USD,12/28/2024 9:31,Approved
667,674,"Lopez, Mcdowell and Mason",3652.12,EUR,8/27/2022 7:31,Approved
668,570,"Kelly, Hodges and Jones",1282.96,HRK,1/7/2024 10:31,Declined
669,642,"Brown, Murphy and Nichols",2645.96,EUR,2/16/2023 23:47,Declined
670,390,Holland-Davidson,3445.39,USD,1/4/2025 1:47,Approved
671,377,"Galvan, Gutierrez and Peck",3872.62,HRK,5/30/2024 3:45,Approved
672,163,Nunez Ltd,2630.06,USD,10/11/2022 5:16,Approved
673,779,Riddle-Golden,3820.89,HRK,3/3/2023 11:24,Approved
674,158,"Brooks, Mcdowell and Chen",1231.12,USD,7/2/2022 7:33,Approved
675,448,Whitehead-Keller,4491.9,HRK,2/6/2024 3:42,Declined
676,438,Mueller and Sons,2678.21,EUR,12/28/2024 16:11,Declined
677,497,Whitney Group,4533.71,HRK,3/22/2025 14:49,Declined
678,515,"Clark, Carter and Wise",97.27,EUR,3/18/2023 8:16,Declined
679,332,Evans Inc,4009.54,USD,6/6/2025 17:37,Declined
680,276,Martin-Cline,3671.66,HRK,8/20/2022 19:21,Declined
681,589,"Walker, Hernandez and Jarvis",2377.34,USD,8/12/2022 19:39,Approved
682,237,Wood-Holmes,1790.28,USD,10/16/2024 9:20,Approved
683,490,"Hill, Carroll and Gibbs",1615.27,EUR,10/13/2023 16:02,Declined
684,615,"Burns, Long and Graham",3144.4,HRK,4/30/2024 19:01,Declined
685,282,Vasquez LLC,2689.56,EUR,10/19/2024 16:23,Declined
686,90,Cunningham-Haley,4835.01,USD,8/16/2023 16:03,Declined
687,540,Davis PLC,1931.93,USD,3/28/2025 10:08,Declined
688,455,"Parker, Mcdonald and Anderson",1619.54,USD,6/20/2023 16:10,Approved
689,632,"Newman, Wood and Knight",3096,EUR,10/17/2024 3:52,Declined
690,343,Joseph PLC,1123.98,HRK,9/10/2023 19:34,Declined
691,365,Curry PLC,3936.72,USD,10/13/2022 21:18,Declined
692,798,Thomas and Sons,3208.42,EUR,3/22/2023 0:22,Approved
693,627,Griffin-Ortiz,2019.5,HRK,3/26/2023 10:58,Declined
694,244,Solomon-Hernandez,4677.15,USD,12/7/2023 4:46,Approved
695,580,Jones PLC,4777.29,EUR,1/3/2025 16:03,Approved
696,63,Williams Group,4176.18,EUR,2/22/2024 21:09,Approved
697,39,Thomas-Austin,433.88,HRK,9/12/2022 0:03,Declined
698,590,Green-Dodson,2379.62,HRK,12/16/2023 9:24,Approved
699,177,Cook-Shannon,4610.21,USD,5/8/2023 17:18,Approved
700,537,"Frey, Abbott and Dunn",1407.42,HRK,7/3/2024 2:43,Approved
701,313,Roy-Vasquez,3862.61,HRK,7/8/2022 12:18,Approved
702,492,"Rhodes, Garcia and Medina",1910.94,HRK,8/6/2022 6:14,Approved
703,582,"White, Brewer and Sparks",3144.01,EUR,1/27/2024 8:59,Declined
704,671,Cook-Rivera,3472.32,USD,2/7/2023 21:54,Approved
705,282,Mills and Sons,45.49,USD,9/29/2024 23:58,Approved
706,308,Simmons PLC,2769.98,USD,10/25/2024 22:22,Declined
707,225,"Rivera, Peterson and Keller",2195.97,USD,2/23/2025 22:50,Declined
708,540,Marshall and Sons,1998.66,HRK,10/10/2022 1:12,Declined
709,107,White-Taylor,4643.08,EUR,4/12/2024 7:47,Declined
710,280,Boyle-Jordan,2087.06,USD,11/25/2024 12:32,Declined
711,251,Pratt-Elliott,2930.92,EUR,4/19/2023 2:26,Approved
712,630,"Cabrera, Espinoza and Martinez",4453.2,EUR,5/27/2024 23:18,Declined
713,766,Ingram-Torres,4124.35,EUR,6/28/2024 4:48,Approved
714,508,"Moore, Adkins and Weber",684.48,HRK,10/4/2022 19:07,Declined
715,768,"Campbell, Davis and Gamble",1035.02,HRK,1/5/2023 14:44,Declined
716,640,"Carr, Brennan and Brooks",2869.06,USD,3/25/2025 7:49,Approved
717,728,Allen-Rosales,2655.92,EUR,4/11/2023 6:17,Declined
718,456,"Hanson, Mendez and Brown",3695.73,HRK,12/29/2023 10:38,Approved
719,514,Russell and Sons,1825.33,USD,11/9/2022 14:49,Approved
720,88,"Mccullough, Martinez and Moss",4398,EUR,4/27/2024 15:51,Declined
721,740,"Hernandez, Dickson and Morrison",4430.9,HRK,5/21/2025 21:20,Approved
722,571,"Evans, Reilly and Larsen",1233.27,USD,1/12/2023 13:44,Declined
723,465,Harrington-Donaldson,1704.22,EUR,6/22/2024 5:01,Approved
724,92,Page-Wagner,4571.36,EUR,8/2/2023 17:08,Approved
725,427,"Mckinney, Rodriguez and Lloyd",1302.81,HRK,7/13/2024 2:22,Declined
726,408,Lang-Walker,2391.07,HRK,10/12/2022 20:43,Declined
727,296,"Whitney, Gutierrez and Park",3743.2,USD,12/23/2022 11:06,Declined
728,575,Franklin and Sons,3049.5,USD,11/26/2023 11:50,Declined
729,352,White-Moore,415.52,HRK,7/19/2024 17:52,Approved
