PaymentID,LoanID,AmountPaid,PaymentDate,RemainingBalance
1228,197,4887.15,2026-10-22,61013.15
1229,197,17028.29,2027-08-05,43984.86
1230,198,41895.68,2023-11-29,377056.74
1231,198,28685.49,2025-01-17,348371.25
1232,198,35875.22,2025-09-01,312496.03
1233,198,25360.67,2026-09-03,287135.36
1234,198,83432.24,2026-11-03,203703.12
1235,198,52731.73,2027-02-10,150971.39
1236,198,12059.83,2027-06-07,138911.56
1237,198,27745.55,2029-01-26,111166.01
1238,198,27869.88,2029-03-29,83296.13
1239,198,13287.29,2030-02-16,70008.84
1240,199,72268.4,2021-11-30,289104.12
1241,199,69812.85,2022-02-03,219291.27
1242,199,55300.16,2022-06-18,163991.11
1243,199,47653.1,2022-08-12,116338.01
1244,199,6390.47,2023-03-28,109947.54
1245,200,13568.88,2025-12-24,55703.12
1246,200,5607.19,2026-09-07,50095.93
1247,200,11787.42,2027-03-16,38308.51
1248,200,8819.45,2027-04-11,29489.06
1249,200,5284.49,2027-05-03,24204.57
1250,201,46573.32,2023-03-20,248963.74
1251,201,26584.77,2024-10-09,222378.97
1252,201,19545.15,2026-10-27,202833.82
1253,202,15460.66,2023-01-19,256789.63
1254,202,34020.95,2023-01-31,222768.68
1255,202,62455.16,2023-02-17,160313.52
1256,202,36288.74,2023-04-09,124024.78
1257,202,15908.42,2023-05-02,108116.36
1258,203,67600.18,2023-07-24,222413.04
1259,203,43205.77,2024-12-23,179207.27
1260,203,45206.41,2026-01-11,134000.86
1261,203,22163.58,2027-02-25,111837.28
1262,203,30054.64,2027-03-15,81782.64
1263,203,13627.51,2027-05-31,68155.13
1264,203,16436.4,2027-08-05,51718.73
1265,203,5218.81,2029-03-09,46499.92
1266,204,4094.76,2024-12-05,66682.08
1267,204,11879.95,2026-06-26,54802.13
1268,204,6150.87,2027-01-27,48651.26
1269,204,7076.25,2028-04-23,41575.01
1270,204,5653.75,2028-07-12,35921.26
1271,204,3377.17,2028-08-19,32544.09
1272,204,2576.78,2029-06-03,29967.31
1273,204,3682.08,2029-06-23,26285.23
1274,205,13436.35,2024-06-10,108049.83
1275,205,22386.34,2025-08-10,85663.49
1276,205,7734.95,2026-01-10,77928.54
1277,205,10782.42,2026-03-16,67146.12
1278,205,12497.19,2026-03-28,54648.93
1279,205,11449.49,2026-03-30,43199.44
1280,205,10883.84,2026-04-10,32315.6
1281,206,18320.65,2021-04-06,98725.53
1282,206,5547.6,2023-12-18,93177.93
1283,206,17375.18,2024-03-16,75802.75
1284,206,17986.36,2025-05-23,57816.39
1285,206,12427.74,2026-04-23,45388.65
1286,206,10079.24,2026-07-04,35309.41
1287,207,33449.35,2022-11-28,79093.81
1288,207,11423.41,2023-07-07,67670.4
1289,207,11793.16,2023-08-15,55877.24
1290,207,5166.96,2025-10-14,50710.28
1291,207,10861.22,2026-02-21,39849.06
1292,207,9880.22,2026-04-30,29968.84
1293,207,7974.57,2026-12-02,21994.27
1294,207,4844.88,2027-01-11,17149.39
1295,208,23128.92,2023-01-27,398022.27
1296,208,108354.8,2023-03-22,289667.47
1297,208,24275.76,2023-07-13,265391.71
1298,208,65244.09,2023-08-25,200147.62
1299,208,56958.55,2023-09-09,143189.07
1300,208,42217.22,2023-12-31,100971.85
1301,208,16983.26,2024-01-01,83988.59
1302,208,24853.31,2024-04-09,59135.28
1303,208,9421.45,2024-08-07,49713.83
1304,209,128587.05,2026-09-17,338508.77
1305,209,18646.73,2026-12-11,319862.04
1306,209,55130.46,2028-03-14,264731.58
1307,210,4880.61,2023-03-02,81667.21
1308,210,18243.92,2024-01-04,63423.29
1309,210,12052.46,2024-04-14,51370.83
1310,210,8630.75,2024-06-16,42740.08
1311,211,2145.54,2025-07-08,20037.09
1312,211,2678.6,2026-02-09,17358.49
1313,211,1206.02,2027-02-04,16152.47
1314,211,3373.14,2030-06-29,12779.33
1315,211,2571.4,2033-07-22,10207.93
1316,212,11111.96,2023-07-21,68289.98
1317,212,15417.62,2023-08-04,52872.36
1318,212,4697.85,2023-12-08,48174.51
1319,212,7697.82,2024-02-27,40476.69
1320,213,59612.16,2022-08-21,285537.56
1321,213,36459.23,2022-09-02,249078.33
1322,213,71391.84,2022-09-23,177686.49
1323,213,26556.98,2022-12-07,151129.51
1324,213,22286.47,2023-02-13,128843.04
1325,213,21626.73,2023-03-02,107216.31
1326,213,14415.17,2023-03-23,92801.14
1327,213,21525.5,2023-05-28,71275.64
1328,213,19396.39,2023-06-05,51879.25
1329,214,39516.19,2024-01-18,220239.56
1330,214,32260.25,2026-10-01,187979.31
1331,214,39045.31,2028-02-21,148934.0
1332,215,61080.69,2021-06-23,334107.89
1333,215,84107.79,2023-02-16,250000.1
1334,215,24380.15,2023-07-14,225619.95
1335,215,15118.69,2025-09-04,210501.26
1336,215,29147.91,2026-05-24,181353.35
1337,215,22656.55,2028-12-10,158696.8
1338,216,23260.26,2020-11-21,120677.06
1339,216,23714.3,2021-04-21,96962.76
1340,216,23428.29,2021-11-09,73534.47
1341,216,4918.39,2022-03-10,68616.08
1342,216,17021.16,2022-12-18,51594.92
1343,216,12422.01,2023-02-13,39172.91
1344,216,10369.66,2023-05-20,28803.25
1345,216,1498.52,2025-02-11,27304.73
1346,217,8321.32,2022-05-02,100962.0
1347,217,23848.87,2022-11-08,77113.13
1348,217,11786.07,2022-12-13,65327.06
1349,217,17112.49,2023-01-03,48214.57
1350,217,9070.44,2023-02-09,39144.13
1351,218,35486.6,2025-08-26,128448.9
1352,218,21213.13,2025-09-02,107235.77
1353,218,21030.87,2025-11-19,86204.9
1354,218,24652.54,2026-02-04,61552.36
1355,218,13797.54,2026-09-07,47754.82
1356,218,13842.62,2027-03-02,33912.2
1357,218,2550.46,2028-02-22,31361.74
1358,218,6326.52,2028-04-16,25035.22
1359,219,27035.47,2024-05-08,366268.37
1360,219,52810.97,2024-08-27,313457.4
1361,219,84052.49,2025-11-30,229404.91
1362,219,66785.86,2028-01-09,162619.05
1363,219,39953.98,2029-03-05,122665.07
1364,219,22248.13,2029-11-06,100416.94
1365,220,56441.16,2024-02-15,439883.33
1366,220,129561.83,2025-09-24,310321.5
1367,220,82402.41,2027-03-27,227919.09
1368,220,51438.04,2027-07-14,176481.05
1369,220,41226.41,2027-09-05,135254.64
1370,221,14656.96,2023-09-05,69511.41
1371,221,15539.96,2024-08-04,53971.45
1372,221,12339.46,2025-03-10,41631.99
1373,221,8596.85,2025-05-02,33035.14
1374,222,5605.79,2027-04-18,41846.44
1375,222,11039.93,2028-04-19,30806.51
1376,222,3395.33,2028-10-23,27411.18
1377,223,67076.97,2026-05-23,422775.33
1378,223,48773.61,2026-10-02,374001.72
1379,223,102895.25,2027-04-13,271106.47
1380,223,69612.31,2027-05-28,201494.16
1381,223,32291.05,2028-01-24,169203.11
1382,223,11391.06,2030-05-30,157812.05
1383,223,38325.42,2032-05-25,119486.63
1384,224,13397.24,2024-08-06,253034.75
1385,224,50237.01,2024-08-19,202797.74
1386,224,20375.1,2024-08-21,182422.64
1387,224,12450.73,2024-08-28,169971.91
1388,224,38442.0,2024-10-03,131529.91
1389,224,9566.85,2024-12-02,121963.06
1390,224,26185.97,2025-01-03,95777.09
1391,224,5520.83,2025-01-10,90256.26
1392,224,10717.42,2025-04-14,79538.84
1393,224,10743.05,2025-06-25,68795.79
1394,225,90124.76,2024-08-25,275925.92
1395,225,18453.46,2024-09-08,257472.46
1396,225,20159.86,2024-11-19,237312.6
1397,225,38686.47,2024-12-05,198626.13
1398,226,41342.06,2024-12-25,230310.42
1399,226,39981.47,2026-10-28,190328.95
1400,226,17280.44,2029-04-28,173048.51
1401,227,33140.95,2026-04-18,191104.74
1402,227,37934.03,2028-12-04,153170.71
1403,227,40203.17,2029-04-19,112967.54
1404,227,19391.36,2029-08-23,93576.18
1405,227,23592.6,2030-02-17,69983.58
1406,227,19259.0,2031-03-18,50724.58
1407,228,14691.73,2024-05-25,131393.03
1408,228,10111.65,2024-06-08,121281.38
1409,228,23380.7,2024-12-08,97900.68
1410,228,13589.65,2025-04-20,84311.03
1411,228,23634.29,2026-02-07,60676.74
1412,228,8408.12,2026-05-25,52268.62
1413,228,14570.72,2026-08-08,37697.9
1414,228,9476.58,2026-09-10,28221.32
1415,228,7017.79,2026-09-30,21203.53
1416,229,59381.63,2022-04-21,403882.68
1417,229,34704.6,2022-12-17,369178.08
1418,229,27526.2,2023-05-26,341651.88
1419,229,37010.14,2024-02-16,304641.74
1420,229,63591.26,2024-09-18,241050.48
1421,229,56336.48,2026-03-16,184714.0
1422,229,16449.73,2026-03-31,168264.27
1423,229,12638.56,2026-05-10,155625.71
1424,229,23527.6,2027-07-27,132098.11
1425,229,34351.91,2027-12-28,97746.2
1426,230,3328.52,2022-09-04,20086.2
1427,230,3720.1,2022-10-15,16366.1
1428,230,2006.05,2023-01-26,14360.05
1429,230,1339.31,2023-06-12,13020.74
1430,230,2001.02,2023-07-15,11019.72
1431,230,2383.03,2023-08-16,8636.69
1432,231,107219.67,2022-08-08,256635.1
1433,231,69276.75,2024-08-11,187358.35
1434,231,43138.61,2024-11-27,144219.74
1435,231,19981.72,2025-02-02,124238.02
1436,231,21804.06,2025-07-03,102433.96
1437,231,18797.69,2025-12-08,83636.27
1438,231,6454.0,2027-05-13,77182.27
1439,231,4489.17,2027-08-25,72693.1
1440,231,12543.06,2028-01-12,60150.04
1441,231,17850.37,2028-02-11,42299.67
1442,232,97668.51,2027-05-10,344468.99
1443,232,93721.36,2029-02-15,250747.63
1444,232,13652.23,2031-04-05,237095.4
1445,232,55828.3,2031-05-06,181267.1
1446,232,12396.48,2031-06-01,168870.62
1447,232,12095.93,2031-11-18,156774.69
1448,233,35795.86,2024-02-17,93174.25
1449,233,15059.85,2024-03-03,78114.4
1450,233,20798.64,2024-11-24,57315.76
1451,233,15556.05,2025-01-12,41759.71
1452,234,34393.34,2023-04-08,458357.38
1453,234,134397.16,2023-08-28,323960.22
1454,234,64060.6,2023-09-17,259899.62
1455,234,27520.08,2024-08-27,232379.54
1456,234,19020.22,2025-01-23,213359.32
1457,234,17230.35,2025-05-23,196128.97
1458,234,41577.03,2025-05-23,154551.94
1459,234,11278.99,2025-07-01,143272.95
1460,234,17275.68,2025-12-20,125997.27
1461,234,7664.38,2026-01-01,118332.89
1462,235,968.61,2021-06-04,3582.82
1463,235,496.61,2022-04-18,3086.21
1464,235,339.38,2023-12-08,2746.83
1465,235,782.66,2024-06-03,1964.17
1466,235,149.43,2025-04-20,1814.74
1467,235,325.79,2026-01-15,1488.95
1468,235,435.96,2026-08-11,1052.99
1469,235,144.81,2026-12-21,908.18
1470,236,36790.85,2023-05-28,406413.66
1471,236,77118.49,2024-08-04,329295.17
1472,236,68209.79,2025-06-10,261085.38
1473,236,29747.86,2027-03-10,231337.52
1474,236,22164.96,2029-05-27,209172.56
1475,236,32076.87,2030-01-08,177095.69
1476,236,33551.15,2030-04-21,143544.54
1477,236,28486.93,2030-06-28,115057.61
1478,236,27594.78,2030-11-30,87462.83
1479,237,105849.27,2024-08-01,334956.59
1480,237,63651.01,2025-05-21,271305.58
1481,237,20176.38,2026-04-23,251129.2
1482,237,69892.38,2028-03-17,181236.82
1483,237,36356.84,2028-12-22,144879.98
1484,237,24045.34,2030-10-13,120834.64
1485,237,19596.28,2032-11-03,101238.36
1486,237,21319.46,2033-12-02,79918.9
1487,238,54379.46,2022-07-02,297002.78
1488,238,54983.33,2022-10-09,242019.45
1489,238,32399.69,2022-11-12,209619.76
1490,238,62604.22,2022-12-18,147015.54
1491,238,32610.23,2022-12-19,114405.31
1492,239,46362.95,2021-11-12,336056.13
1493,239,28420.33,2021-12-28,307635.8
1494,239,33438.67,2022-03-14,274197.13
1495,239,56240.16,2022-05-06,217956.97
1496,239,25906.01,2023-01-14,192050.96
1497,239,15579.41,2027-03-30,176471.55
1498,240,75484.39,2021-11-03,367451.68
1499,240,38497.5,2022-11-03,328954.18
1500,240,47493.5,2025-01-26,281460.68
1501,240,71617.49,2025-04-18,209843.19
1502,240,49380.06,2025-09-04,160463.13
1503,240,23812.92,2025-12-08,136650.21
1504,240,28399.26,2026-03-23,108250.95
1505,241,36818.25,2022-08-06,233337.32
1506,241,56349.75,2022-09-02,176987.57
1507,241,35963.81,2025-05-09,141023.76
1508,242,73534.5,2025-09-25,383508.36
1509,242,36856.02,2026-09-12,346652.34
1510,242,103271.47,2027-04-11,243380.87
1511,243,122266.88,2027-06-06,308028.83
1512,243,16947.62,2027-08-16,291081.21
1513,243,73282.14,2030-10-06,217799.07
1514,243,26502.63,2031-03-24,191296.44
1515,243,12302.05,2033-01-11,178994.39
1516,243,47970.38,2033-11-25,131024.01
1517,244,34444.32,2022-03-02,234161.89
1518,244,38012.85,2022-05-25,196149.04
1519,244,35834.81,2022-08-22,160314.23
1520,244,8827.23,2022-10-10,151487.0
1521,244,17448.36,2023-06-17,134038.64
1522,244,8664.78,2023-07-25,125373.86
1523,244,30665.09,2023-11-18,94708.77
1524,244,15059.28,2023-12-28,79649.49
1525,244,10220.46,2024-09-03,69429.03
1526,244,6026.05,2024-09-17,63402.98
1527,245,37848.42,2024-03-02,133365.89
1528,245,25205.24,2024-09-27,108160.65
1529,245,12053.11,2024-12-26,96107.54
1530,245,23267.58,2029-04-02,72839.96
1531,245,21602.06,2031-08-28,51237.9
1532,245,5879.74,2031-11-01,45358.16
1533,245,6630.25,2031-11-08,38727.91
1534,245,4319.14,2032-05-23,34408.77
1535,246,1909.85,2023-10-20,16994.03
1536,246,1729.53,2026-01-04,15264.5
1537,246,2454.32,2026-02-07,12810.18
1538,246,2717.62,2026-12-16,10092.56
1539,246,1066.98,2027-02-07,9025.58
1540,246,1934.31,2027-02-15,7091.27
1541,246,1870.52,2028-01-16,5220.75
1542,247,29171.72,2025-04-28,354772.2
1543,247,20099.84,2025-04-29,334672.36
1544,247,58505.97,2025-05-04,276166.39
1545,247,23533.29,2026-07-20,252633.1
1546,247,18185.93,2026-10-01,234447.17
1547,247,33119.15,2029-01-03,201328.02
1548,247,56411.99,2030-03-20,144916.03
1549,248,45931.7,2024-06-06,385759.64
1550,248,51104.81,2024-10-19,334654.83
1551,248,81449.52,2024-10-21,253205.31
1552,248,51218.6,2024-10-31,201986.71
1553,248,52412.56,2024-11-05,149574.15
1554,248,34843.0,2024-11-12,114731.15
1555,248,10666.85,2024-12-25,104064.3
1556,248,26361.98,2024-12-26,77702.32
1557,248,5235.38,2025-09-20,72466.94
1558,248,16954.24,2026-03-29,55512.7
1559,249,131908.3,2022-01-07,353609.51
1560,249,79489.99,2022-04-26,274119.52
1561,249,50945.54,2022-07-30,223173.98
1562,249,56343.44,2022-10-25,166830.54
1563,249,17743.46,2023-05-03,149087.08
1564,249,33127.39,2023-07-28,115959.69
1565,249,16302.27,2023-12-15,99657.42
1566,249,5764.77,2024-01-20,93892.65
1567,249,16579.91,2024-02-18,77312.74
1568,249,6819.18,2024-04-03,70493.56
1569,250,33389.17,2024-01-26,217087.44
1570,250,41968.12,2025-11-19,175119.32
1571,250,45480.4,2026-09-03,129638.92
1572,250,30250.63,2028-08-14,99388.29
1573,250,11373.67,2029-04-28,88014.62
1574,250,14241.29,2030-03-09,73773.33
1575,251,4533.18,2023-06-26,21288.42
1576,251,1727.99,2023-10-18,19560.43
1577,251,1253.33,2025-05-19,18307.1
1578,251,2704.32,2025-08-01,15602.78
1579,251,4134.15,2025-10-04,11468.63
1580,251,2913.13,2026-05-21,8555.5
1581,251,1857.57,2027-03-08,6697.93
1582,251,1967.41,2027-03-16,4730.52
1583,251,357.62,2027-06-15,4372.9
1584,251,321.22,2028-12-14,4051.68
1585,252,1278.12,2028-03-25,6357.83
1586,252,696.16,2028-05-31,5661.67
1587,252,915.53,2028-07-25,4746.14
1588,252,290.73,2028-09-02,4455.41
1589,252,841.51,2028-09-09,3613.9
1590,252,581.24,2030-02-20,3032.66
1591,252,493.14,2030-09-17,2539.52
1592,253,18227.73,2023-12-23,71145.22
1593,253,16968.68,2024-05-10,54176.54
1594,253,10890.69,2024-06-18,43285.85
1595,253,12810.71,2024-07-31,30475.14
1596,253,8956.43,2024-09-15,21518.71
1597,253,4434.38,2024-10-11,17084.33
1598,253,5119.0,2024-10-24,11965.33
1599,253,1289.62,2024-10-26,10675.71
1600,254,57411.03,2022-07-12,229733.02
1601,254,44737.69,2023-02-07,184995.33
1602,254,11405.52,2023-08-11,173589.81
1603,254,17970.69,2023-12-02,155619.12
1604,254,35562.7,2024-01-24,120056.42
1605,254,28068.74,2024-03-25,91987.68
1606,254,20075.64,2024-05-20,71912.04
1607,254,20514.68,2024-06-20,51397.36
1608,254,8404.83,2024-10-28,42992.53
1609,254,5650.73,2024-10-31,37341.8
1610,255,27447.32,2021-11-23,71700.69
1611,255,7045.28,2021-12-15,64655.41
1612,255,5911.95,2022-03-18,58743.46
1613,255,9613.34,2027-03-09,49130.12
1614,256,54299.94,2024-05-17,222142.55
1615,256,42654.69,2026-08-26,179487.86
1616,256,44056.41,2026-11-25,135431.45
1617,257,57127.12,2021-03-09,177126.44
1618,257,21808.84,2021-11-12,155317.6
1619,257,27839.68,2023-07-06,127477.92
1620,257,25448.75,2023-10-22,102029.17
1621,258,34486.12,2023-06-17,278072.66
1622,258,28265.75,2023-06-21,249806.91
1623,258,25256.97,2023-06-22,224549.94
1624,258,49604.32,2024-01-23,174945.62
1625,258,16774.7,2024-04-19,158170.92
1626,258,25482.36,2024-08-07,132688.56
1627,258,32791.36,2025-03-28,99897.2
1628,258,19805.28,2025-11-01,80091.92
1629,259,14024.62,2025-02-08,125555.36
1630,259,11113.19,2025-06-04,114442.17
1631,259,21437.68,2026-02-25,93004.49
1632,259,10949.86,2027-05-05,82054.63
1633,259,5677.86,2027-09-20,76376.77
1634,259,12525.5,2028-08-02,63851.27
1635,259,12389.53,2029-12-20,51461.74
1636,260,57342.65,2024-08-17,283606.53
1637,260,41294.48,2024-10-23,242312.05
1638,260,23207.86,2025-11-20,219104.19
1639,260,55957.36,2026-04-21,163146.83
1640,260,21750.15,2026-06-03,141396.68
1641,260,27585.79,2027-01-22,113810.89
1642,260,10909.98,2027-11-14,102900.91
1643,260,9206.98,2028-07-29,93693.93
1644,260,17089.96,2028-12-30,76603.97
1645,261,89898.69,2025-01-10,319421.84
1646,261,89176.37,2025-09-09,230245.47
1647,261,64602.68,2025-12-12,165642.79
1648,261,11139.35,2026-01-06,154503.44
1649,261,21844.53,2027-01-08,132658.91
1650,261,25928.5,2027-09-18,106730.41
1651,261,19853.53,2028-03-02,86876.88
1652,261,18213.26,2028-03-13,68663.62
1653,261,9938.57,2028-06-10,58725.05
1654,261,11210.3,2028-08-07,47514.75
1655,262,902.89,2022-12-03,6213.27
1656,262,1220.8,2025-01-12,4992.47
1657,262,357.55,2025-01-13,4634.92
1658,262,367.73,2025-07-25,4267.19
1659,262,810.23,2026-02-18,3456.96
1660,262,494.26,2026-03-23,2962.7
1661,263,121233.39,2022-09-09,292387.8
1662,263,34556.66,2022-12-06,257831.14
1663,263,67229.94,2023-01-28,190601.2
1664,263,15399.77,2023-07-23,175201.43
1665,263,51649.69,2024-03-02,123551.74
1666,263,14690.37,2024-08-20,108861.37
1667,264,28665.32,2024-11-14,188530.59
1668,264,27616.37,2025-04-05,160914.22
1669,264,40484.93,2025-10-25,120429.29
1670,264,29683.97,2025-12-31,90745.32
1671,264,5161.4,2026-01-04,85583.92
1672,264,13923.03,2026-06-10,71660.89
1673,264,16151.82,2026-09-14,55509.07
1674,264,15881.1,2027-04-06,39627.97
1675,264,2399.72,2027-04-15,37228.25
1676,264,5079.33,2027-04-26,32148.92
1677,265,20675.82,2020-12-23,182315.82
1678,265,40569.09,2021-03-29,141746.73
1679,265,34091.13,2021-09-11,107655.6
1680,265,20830.63,2022-07-08,86824.97
1681,265,5339.97,2022-08-28,81485.0
1682,265,18247.03,2022-12-18,63237.97
1683,265,6953.11,2024-01-12,56284.86
1684,265,5354.47,2024-08-17,50930.39
1685,266,44525.9,2021-10-31,413845.86
1686,266,56526.45,2025-08-26,357319.41
1687,266,44825.93,2026-11-23,312493.48
1688,266,24413.66,2028-02-24,288079.82
1689,267,103292.91,2021-02-20,298784.41
1690,267,47455.35,2022-01-08,251329.06
1691,267,73769.83,2023-01-08,177559.23
1692,267,51409.67,2023-08-29,126149.56
1693,267,29461.29,2023-09-19,96688.27
1694,267,6697.23,2025-11-11,89991.04
1695,268,11729.65,2024-01-28,108871.25
1696,268,19200.62,2024-05-04,89670.63
1697,268,14615.39,2025-01-24,75055.24
1698,268,15120.13,2025-04-26,59935.11
1699,268,13043.8,2025-11-18,46891.31
1700,268,5252.3,2026-03-11,41639.01
1701,268,6143.18,2026-07-21,35495.83
1702,268,10595.56,2026-11-18,24900.27
1703,269,47242.27,2022-08-25,427911.33
1704,269,121605.78,2023-08-28,306305.55
1705,269,75489.0,2025-04-24,230816.55
1706,269,68906.75,2025-05-08,161909.8
1707,269,20256.85,2025-08-10,141652.95
1708,269,34790.18,2026-03-16,106862.77
1709,270,74812.7,2023-06-12,412068.27
1710,270,107839.12,2023-12-11,304229.15
1711,270,29947.7,2025-04-18,274281.45
1712,270,55710.55,2027-09-17,218570.9
1713,270,58796.88,2027-11-21,159774.02
1714,270,26460.4,2028-02-03,133313.62
1715,270,14356.23,2028-07-17,118957.39
1716,271,88543.91,2022-10-09,210072.59
1717,271,42308.89,2023-01-19,167763.7
1718,271,26866.99,2023-10-22,140896.71
1719,271,41073.57,2025-01-15,99823.14
1720,271,16323.39,2025-11-06,83499.75
1721,271,5792.24,2027-07-30,77707.51
1722,271,12653.6,2028-07-16,65053.91
1723,272,17187.46,2026-10-05,269600.39
1724,272,29279.67,2027-05-08,240320.72
1725,272,43984.55,2030-04-15,196336.17
1726,273,5910.62,2026-08-02,90882.79
1727,273,27058.28,2027-11-30,63824.51
1728,273,18067.98,2028-10-07,45756.53
1729,273,13718.01,2029-07-16,32038.52
1730,273,9326.38,2029-07-31,22712.14
1731,273,4925.27,2029-12-15,17786.87
1732,273,2169.8,2031-11-03,15617.07
1733,273,3238.99,2032-02-15,12378.08
1734,274,33982.22,2024-04-29,150542.07
1735,274,43283.1,2027-07-09,107258.97
1736,274,22472.33,2031-05-23,84786.64
1737,274,6473.67,2031-06-29,78312.97
1738,274,4059.53,2032-09-28,74253.44
1739,274,6854.47,2032-12-27,67398.97
1740,275,33020.99,2024-01-02,232854.47
1741,275,43699.48,2024-03-20,189154.99
1742,275,42144.31,2024-04-20,147010.68
1743,275,20653.88,2024-09-18,126356.8
1744,275,10419.09,2024-11-11,115937.71
1745,275,16547.47,2025-01-06,99390.24
1746,275,19918.03,2025-04-10,79472.21
1747,275,8302.13,2025-09-11,71170.08
1748,275,8334.4,2025-09-18,62835.68
1749,276,10404.37,2021-07-26,75402.31
1750,276,6746.08,2021-09-04,68656.23
1751,276,3737.44,2021-09-13,64918.79
1752,276,17362.76,2021-09-21,47556.03
1753,276,9654.09,2021-10-03,37901.94
1754,277,109036.84,2024-07-15,349597.3
1755,277,102737.83,2024-11-02,246859.47
1756,277,32804.64,2024-12-08,214054.83
1757,277,58940.78,2024-12-22,155114.05
1758,277,18416.47,2025-01-11,136697.58
1759,278,17033.28,2022-02-20,45498.12
1760,278,6301.21,2022-04-15,39196.91
1761,278,7757.81,2022-04-17,31439.1
1762,278,2774.82,2022-05-12,28664.28
1763,278,5348.38,2022-06-08,23315.9
1764,278,2551.45,2022-09-29,20764.45
1765,278,1879.96,2022-11-11,18884.49
1766,278,3988.35,2022-12-25,14896.14
1767,279,61032.81,2028-08-07,158941.28
1768,279,11112.81,2029-06-13,147828.47
1769,279,29554.89,2032-02-05,118273.58
1770,279,28020.93,2032-09-19,90252.65
1771,279,23548.46,2033-01-02,66704.19
1772,280,6075.65,2021-08-08,15277.07
1773,280,3394.9,2023-02-22,11882.17
1774,280,1527.58,2023-05-09,10354.59
1775,280,2955.6,2023-07-29,7398.99
1776,280,555.75,2024-09-15,6843.24
1777,280,661.42,2024-10-08,6181.82
1778,280,1044.47,2025-01-14,5137.35
1779,280,926.81,2025-03-24,4210.54
1780,280,1249.99,2025-06-08,2960.55
1781,280,425.09,2025-07-19,2535.46
1782,281,75901.9,2025-06-09,200261.4
1783,281,20906.43,2026-03-29,179354.97
1784,281,14696.74,2030-04-19,164658.23
1785,281,23790.28,2030-11-10,140867.95
1786,281,19366.8,2031-05-31,121501.15
1787,281,25540.72,2031-08-31,95960.43
1788,281,7163.26,2031-12-06,88797.17
1789,281,10121.44,2032-01-22,78675.73
1790,281,12060.46,2032-02-11,66615.27
1791,281,9645.48,2033-10-06,56969.79
1792,282,13031.0,2023-05-10,46825.49
1793,282,4636.68,2023-10-11,42188.81
1794,282,9932.95,2025-06-13,32255.86
1795,282,3960.92,2025-07-27,28294.94
1796,282,3709.19,2026-04-14,24585.75
1797,283,80426.44,2024-03-18,300606.69
1798,283,36747.37,2024-08-15,263859.32
1799,283,30618.39,2025-01-05,233240.93
1800,283,31089.16,2025-03-31,202151.77
1801,283,48610.07,2026-02-19,153541.7
1802,283,28352.54,2026-11-10,125189.16
1803,283,28608.11,2027-05-16,96581.05
1804,284,32169.95,2021-06-30,281855.14
1805,284,81177.09,2022-02-07,200678.05
1806,284,28432.91,2022-03-19,172245.14
1807,284,47841.05,2022-10-09,124404.09
1808,284,25166.67,2023-12-05,99237.42
1809,284,13364.46,2024-05-10,85872.96
1810,284,7623.32,2024-05-23,78249.64
1811,284,21689.19,2024-06-02,56560.45
1812,284,5354.27,2024-09-09,51206.18
1813,284,11361.26,2024-11-29,39844.92
1814,285,14918.8,2025-02-27,43474.84
1815,285,6914.13,2026-10-19,36560.71
1816,285,5399.36,2027-07-17,31161.35
1817,285,3578.49,2028-12-14,27582.86
1818,285,2337.2,2030-12-25,25245.66
1819,285,1727.32,2031-01-10,23518.34
1820,285,3521.87,2031-01-14,19996.47
1821,285,3728.94,2031-03-29,16267.53
1822,286,32053.79,2025-01-02,271446.95
1823,286,80404.07,2025-01-17,191042.88
1824,286,10899.74,2025-12-08,180143.14
1825,286,26623.6,2026-10-05,153519.54
1826,286,21331.23,2029-02-04,132188.31
1827,286,28816.99,2030-05-18,103371.32
1828,286,18300.7,2031-04-04,85070.62
1829,286,14535.53,2032-02-06,70535.09
1830,287,47814.56,2021-10-15,277448.71
1831,287,53074.33,2022-02-22,224374.38
1832,287,30395.91,2022-04-28,193978.47
1833,287,21184.49,2022-12-29,172793.98
1834,287,12088.72,2023-03-31,160705.26
1835,287,34014.01,2023-05-09,126691.25
1836,287,30581.21,2023-10-16,96110.04
1837,287,22741.28,2025-01-07,73368.76
1838,287,18508.85,2025-01-25,54859.91
1839,287,10326.27,2025-10-21,44533.64
1840,288,20017.49,2025-04-18,93832.28
1841,288,20900.15,2025-09-01,72932.13
1842,288,8905.36,2027-01-19,64026.77
1843,288,7509.59,2028-09-19,56517.18
1844,288,14477.37,2030-02-23,42039.81
1845,288,9131.38,2030-04-09,32908.43
1846,288,7834.73,2030-12-11,25073.7
1847,288,5914.11,2030-12-15,19159.59
1848,289,18130.53,2022-08-26,80639.43
1849,289,18781.77,2025-06-29,61857.66
1850,289,6551.69,2025-07-18,55305.97
1851,289,9605.03,2027-01-06,45700.94
1852,289,11516.23,2027-05-19,34184.71
1853,290,53207.37,2024-03-23,255865.62
1854,290,44119.38,2026-07-21,211746.24
1855,290,34857.88,2027-05-08,176888.36
1856,290,37370.58,2027-12-26,139517.78
1857,290,7709.75,2028-09-03,131808.03
1858,291,22737.08,2022-04-25,164386.56
1859,291,31809.23,2023-04-13,132577.33
1860,291,29679.39,2023-04-17,102897.94
1861,291,16700.81,2024-11-05,86197.13
1862,291,11968.57,2025-07-27,74228.56
1863,291,10912.04,2026-03-21,63316.52
