TransactionID,MerchantID,Amount,PaymentMethod,Date
663,64,16.83,QRPay,2025-02-01
664,64,7499.96,Card,2025-01-24
665,64,2596.49,Card,2025-04-18
666,64,9062.54,Crypto,2025-06-15
667,64,7035.22,MobilePay,2025-03-22
668,65,7896.95,BankTransfer,2025-01-31
669,65,5042.72,MobilePay,2024-12-29
670,65,4165.75,BankTransfer,2025-04-19
671,65,8530.72,Card,2025-01-22
672,65,8294.42,QRPay,2025-03-14
673,65,491.98,MobilePay,2025-05-11
674,65,780.11,Crypto,2025-04-20
675,65,5195.28,BankTransfer,2025-05-27
676,65,4231.14,BankTransfer,2025-06-08
677,65,1919.8,QRPay,2025-04-14
678,65,8917.0,Card,2025-03-30
679,66,9438.05,BankTransfer,2025-01-24
680,66,1811.82,BankTransfer,2025-01-20
681,66,8886.3,Crypto,2025-03-21
682,66,2551.29,Card,2025-01-16
683,66,2048.07,Card,2025-01-16
684,66,2890.27,Card,2025-03-21
685,66,4726.47,MobilePay,2025-06-14
686,66,4259.35,Crypto,2025-02-06
687,66,5101.84,Card,2025-05-24
688,66,4038.47,Card,2025-03-13
689,66,1173.44,QRPay,2025-05-05
690,67,8837.1,QRPay,2025-01-20
691,67,5993.86,BankTransfer,2025-04-04
692,67,4836.76,Crypto,2025-05-15
693,67,4259.15,Crypto,2025-04-17
694,67,6421.44,MobilePay,2024-12-29
695,68,9066.51,Crypto,2025-06-22
696,68,3567.79,QRPay,2025-01-23
697,68,3617.05,Card,2025-01-31
698,68,9905.19,MobilePay,2025-03-19
699,68,4769.59,Card,2025-01-03
700,68,3669.74,Card,2025-04-06
701,68,1781.02,BankTransfer,2025-02-17
702,68,625.74,QRPay,2025-04-18
703,68,4523.42,Card,2025-02-16
704,68,9321.12,QRPay,2025-02-09
705,68,5675.35,QRPay,2025-06-11
706,68,9699.91,BankTransfer,2024-12-29
707,68,1656.73,MobilePay,2025-06-16
708,68,8404.34,Crypto,2025-06-13
709,68,9736.64,Crypto,2025-02-22
710,69,413.21,MobilePay,2025-05-26
711,69,97.16,BankTransfer,2025-03-01
712,69,3785.69,BankTransfer,2025-04-02
713,69,5808.29,Crypto,2025-01-16
714,69,3381.82,QRPay,2025-03-30
715,69,8634.85,Card,2025-03-29
716,69,2817.85,Crypto,2025-06-11
717,69,1634.89,MobilePay,2025-05-01
718,69,5905.65,Card,2025-01-21
719,69,4741.22,Card,2025-05-22
720,69,4920.65,QRPay,2025-05-17
721,69,4694.27,QRPay,2025-05-21
722,70,6972.64,Card,2025-01-11
723,70,7656.79,BankTransfer,2025-05-23
724,70,7274.39,QRPay,2025-06-23
725,70,2003.9,BankTransfer,2025-04-07
726,70,9185.0,MobilePay,2025-01-24
727,70,3812.6,BankTransfer,2025-04-19
728,70,9964.96,MobilePay,2025-02-08
729,70,5357.59,Card,2025-05-25
730,70,5438.16,QRPay,2025-06-01
731,70,36.26,QRPay,2025-03-02
732,70,2705.41,MobilePay,2025-02-07
733,70,537.58,Card,2025-01-08
734,71,5540.7,MobilePay,2025-06-02
735,71,8472.16,MobilePay,2025-06-15
736,71,7660.45,BankTransfer,2025-03-25
737,71,7668.93,MobilePay,2025-04-21
738,71,652.13,Card,2025-02-09
739,71,3553.02,MobilePay,2025-01-30
740,71,8340.31,QRPay,2025-04-04
741,71,3086.12,Card,2025-02-12
742,71,1012.49,MobilePay,2025-06-20
743,71,5867.89,MobilePay,2025-04-27
744,72,4510.02,Crypto,2025-06-23
745,72,5334.7,Card,2025-06-13
746,72,3841.03,Card,2025-05-08
747,72,8088.98,BankTransfer,2025-04-11
748,72,4392.3,Crypto,2025-01-20
749,72,7391.57,BankTransfer,2025-06-15
750,72,1018.18,Card,2025-06-20
751,72,405.3,Crypto,2025-06-18
752,72,7057.29,MobilePay,2025-02-08
753,72,6355.87,MobilePay,2025-03-08
754,72,2058.84,MobilePay,2024-12-25
755,72,7808.84,QRPay,2025-03-28
756,72,5249.61,MobilePay,2025-01-18
757,72,7810.33,MobilePay,2025-02-13
758,73,3118.01,QRPay,2025-01-04
759,73,6949.81,BankTransfer,2025-06-03
760,73,471.87,MobilePay,2025-03-04
761,73,4171.82,Card,2025-01-23
762,73,9320.94,Crypto,2025-03-07
763,73,461.27,Crypto,2025-05-14
764,73,3999.33,Crypto,2025-05-20
765,74,2624.88,Crypto,2025-05-30
766,74,2558.89,MobilePay,2025-04-10
767,74,9196.91,QRPay,2025-04-20
768,74,4805.23,Card,2025-03-07
769,74,5479.16,BankTransfer,2025-01-20
770,74,5830.75,BankTransfer,2025-01-27
771,74,8933.69,MobilePay,2025-04-15
772,74,580.98,MobilePay,2025-01-07
773,74,5627.77,QRPay,2025-05-15
774,74,9100.46,Crypto,2025-01-07
775,74,9295.26,MobilePay,2025-02-27
776,75,8208.92,Card,2025-03-09
777,75,5722.29,Card,2025-06-19
778,75,4712.06,Crypto,2025-03-10
779,75,3829.32,MobilePay,2025-04-12
780,75,9117.85,QRPay,2025-05-29
781,75,9780.98,Card,2025-05-28
782,75,509.07,QRPay,2025-05-15
783,75,4605.72,MobilePay,2025-06-05
784,75,6780.78,BankTransfer,2025-05-01
785,75,9876.04,BankTransfer,2025-02-06
786,75,8306.85,Card,2025-02-17
787,75,569.14,BankTransfer,2025-04-22
788,75,2585.55,Crypto,2025-03-31
789,75,3896.46,MobilePay,2025-04-03
790,76,6469.9,QRPay,2025-03-22
791,76,8751.16,MobilePay,2025-04-03
792,76,6099.67,BankTransfer,2025-05-13
793,76,8477.18,MobilePay,2025-02-09
794,76,4869.59,Crypto,2025-05-03
795,76,6441.69,Crypto,2025-03-05
796,76,3962.18,BankTransfer,2025-04-12
797,76,9277.52,QRPay,2025-02-15
798,76,834.94,BankTransfer,2025-02-10
799,76,4599.93,MobilePay,2025-03-22
800,77,4210.65,Crypto,2025-03-14
801,77,2263.01,Crypto,2025-03-16
802,77,7044.18,MobilePay,2025-03-03
803,77,471.94,BankTransfer,2025-01-19
804,77,5758.73,QRPay,2025-03-09
805,77,9465.9,Crypto,2025-03-25
806,77,6306.85,QRPay,2025-03-09
807,77,1272.59,BankTransfer,2025-03-26
808,77,232.06,MobilePay,2025-03-27
809,78,8946.46,BankTransfer,2025-02-18
810,78,8945.92,QRPay,2025-04-03
811,78,2086.16,Card,2025-02-01
812,78,7068.17,Crypto,2025-03-26
813,78,4201.78,MobilePay,2025-01-14
814,78,8614.43,QRPay,2025-02-20
815,79,4843.52,Card,2025-01-05
816,79,531.03,MobilePay,2025-06-04
817,79,2501.24,Crypto,2024-12-24
818,79,6528.56,Card,2025-02-04
819,79,9463.78,QRPay,2025-05-22
820,79,8821.73,Card,2025-03-22
821,79,8533.55,BankTransfer,2025-03-12
822,79,2584.61,Crypto,2024-12-23
823,79,305.44,Card,2025-04-30
824,79,1821.03,Crypto,2024-12-31
825,80,3885.28,BankTransfer,2025-03-06
826,80,8883.03,Crypto,2025-05-11
827,80,3628.6,BankTransfer,2025-03-10
828,80,3358.65,Card,2025-04-21
829,80,7667.68,MobilePay,2025-04-06
830,80,882.23,BankTransfer,2024-12-23
831,81,9461.24,BankTransfer,2025-04-09
832,81,6371.19,Card,2025-02-25
833,81,9135.1,BankTransfer,2024-12-31
834,81,1406.57,BankTransfer,2025-01-05
835,81,9333.82,Crypto,2025-04-01
836,81,1511.0,Crypto,2025-03-23
837,81,3135.63,Card,2025-03-15
838,81,2943.61,Crypto,2025-01-18
839,81,370.68,Card,2025-06-09
840,81,645.48,BankTransfer,2025-05-01
841,81,3964.77,BankTransfer,2025-01-31
842,81,3147.94,Card,2025-06-17
843,81,3415.77,QRPay,2025-01-26
844,81,124.05,Crypto,2025-05-25
845,82,8360.01,Crypto,2025-01-16
846,82,2612.96,QRPay,2025-04-24
847,82,3449.55,Card,2025-03-04
848,82,6504.86,Card,2025-03-13
849,82,8957.66,QRPay,2025-04-28
850,83,6751.25,Card,2025-03-13
851,83,5580.18,MobilePay,2025-02-10
852,83,9675.55,QRPay,2025-01-27
853,83,9421.69,Card,2025-02-02
854,83,263.25,BankTransfer,2025-04-27
855,83,517.2,Card,2025-05-24
856,83,9001.03,QRPay,2025-06-20
857,83,1242.59,QRPay,2025-03-17
858,83,5061.39,QRPay,2025-05-16
859,83,5711.23,Crypto,2025-03-18
860,83,4721.6,MobilePay,2025-05-12
861,83,3351.7,Card,2025-05-28
862,83,9489.5,BankTransfer,2025-04-11
863,83,2375.98,BankTransfer,2025-02-27
864,84,7797.42,Crypto,2025-03-11
865,84,9249.48,Crypto,2025-05-01
866,84,2697.11,Card,2025-03-18
867,84,3436.65,BankTransfer,2025-01-04
868,84,8656.05,BankTransfer,2024-12-30
869,84,8989.58,Card,2025-03-19
870,84,5766.84,QRPay,2025-02-21
871,84,6807.66,MobilePay,2025-01-02
872,84,2152.59,Card,2025-03-30
873,84,8428.23,MobilePay,2025-03-28
874,84,6071.82,MobilePay,2025-04-22
875,84,9325.47,MobilePay,2025-04-25
876,84,5654.81,QRPay,2025-02-25
877,84,5786.03,Card,2025-06-19
878,84,1878.75,Crypto,2025-05-12
879,85,2938.9,BankTransfer,2025-02-11
880,85,6205.4,QRPay,2025-02-17
881,85,8557.46,BankTransfer,2025-03-31
882,85,4870.08,Card,2025-03-30
883,85,5007.77,Crypto,2025-05-01
884,85,7295.4,QRPay,2025-06-15
885,85,3180.61,Crypto,2025-05-18
886,85,1594.02,MobilePay,2025-06-14
887,85,5684.16,BankTransfer,2025-03-19
888,85,1275.72,MobilePay,2025-05-06
889,85,2653.32,Card,2025-02-20
890,86,7929.68,BankTransfer,2025-05-20
891,86,1625.76,Card,2025-05-06
892,86,189.5,Card,2025-02-02
893,86,5764.6,Card,2024-12-30
894,86,3131.63,Card,2025-03-30
895,86,7844.26,Crypto,2025-01-04
896,86,3925.92,QRPay,2025-03-07
897,86,1189.12,QRPay,2025-01-28
898,86,6890.7,BankTransfer,2025-05-31
899,86,5632.17,QRPay,2025-02-24
900,86,1865.65,Card,2025-05-29
901,86,1115.98,Crypto,2024-12-24
902,86,6072.27,BankTransfer,2025-02-03
903,86,5429.61,BankTransfer,2025-04-03
904,87,6218.27,BankTransfer,2025-03-02
905,87,9837.16,MobilePay,2025-05-17
906,87,8770.79,MobilePay,2025-06-07
907,87,5520.25,QRPay,2025-06-15
908,87,5766.18,BankTransfer,2025-05-22
909,87,4648.04,QRPay,2025-04-16
910,87,1551.61,Card,2025-01-10
911,87,1848.08,BankTransfer,2025-06-08
912,87,2155.02,QRPay,2024-12-23
913,87,8855.28,QRPay,2025-03-06
914,87,1947.22,QRPay,2025-02-24
915,87,1088.39,Crypto,2025-05-17
916,87,6975.9,Crypto,2025-05-16
917,88,9483.22,Card,2025-02-14
918,88,4287.76,QRPay,2025-01-25
919,88,46.58,QRPay,2024-12-30
920,88,2179.9,Crypto,2025-05-26
921,88,2283.46,Card,2025-03-30
922,88,9523.33,QRPay,2025-06-18
923,88,1569.12,Crypto,2025-05-16
924,89,255.75,Card,2024-12-31
925,89,2772.31,Crypto,2025-01-02
926,89,1027.64,BankTransfer,2025-01-28
927,89,9338.01,MobilePay,2025-03-13
928,89,2394.82,BankTransfer,2025-03-29
929,89,6357.78,BankTransfer,2025-05-31
930,89,7466.02,Crypto,2025-01-31
931,89,2704.82,QRPay,2025-01-29
932,89,6323.11,Card,2025-06-06
933,89,1276.28,Card,2025-04-07
934,90,7606.54,Crypto,2024-12-27
935,90,6600.9,Card,2025-04-15
936,90,939.26,MobilePay,2025-02-05
937,90,7410.66,MobilePay,2025-01-16
938,90,9248.63,QRPay,2025-01-21
939,90,1539.91,MobilePay,2025-02-23
940,90,3811.81,MobilePay,2025-03-01
941,90,2869.18,MobilePay,2025-06-16
942,90,421.71,BankTransfer,2025-04-18
943,90,6291.35,BankTransfer,2025-06-03
944,91,9871.49,Card,2025-05-15
945,91,3896.83,MobilePay,2025-02-08
946,91,7087.31,Crypto,2025-05-10
947,91,6401.74,MobilePay,2025-01-10
948,91,1026.37,MobilePay,2025-01-09
949,91,50.84,MobilePay,2025-03-16
950,91,9151.72,QRPay,2025-01-23
951,91,9283.3,QRPay,2025-05-18
952,91,8956.85,MobilePay,2025-04-16
953,91,2329.11,QRPay,2025-04-10
954,91,3699.15,QRPay,2025-03-10
955,92,7534.55,BankTransfer,2025-04-12
956,92,4801.86,MobilePay,2025-01-22
957,92,9006.03,BankTransfer,2025-02-15
958,92,8931.78,Crypto,2025-06-15
959,92,4423.31,Card,2025-03-04
960,92,9010.67,MobilePay,2025-02-02
961,93,5574.96,MobilePay,2025-05-16
962,93,1252.48,Card,2025-02-24
963,93,199.94,Card,2025-05-02
964,93,1055.35,Card,2025-04-17
965,93,9681.74,BankTransfer,2025-04-05
966,93,894.42,Crypto,2025-05-01
967,93,1917.7,MobilePay,2025-05-10
968,94,6834.5,Crypto,2025-02-24
969,94,9981.9,QRPay,2025-02-27
970,94,533.39,Crypto,2025-02-08
971,94,4549.61,QRPay,2025-06-17
972,94,4384.11,MobilePay,2025-03-22
973,94,2344.19,MobilePay,2025-03-06
974,94,7661.67,Card,2025-05-28
975,94,5608.87,Card,2025-02-07
976,94,8135.82,Card,2025-01-03
977,95,4844.62,MobilePay,2025-02-11
978,95,2325.89,MobilePay,2025-01-26
979,95,3601.08,Crypto,2025-05-12
980,95,599.91,Card,2025-02-11
981,95,9415.9,MobilePay,2025-03-20
982,95,7215.87,MobilePay,2025-01-18
983,96,1098.28,MobilePay,2025-03-24
984,96,8178.76,Crypto,2025-03-29
985,96,9213.78,BankTransfer,2025-05-18
986,96,689.91,Crypto,2025-01-03
987,96,4649.18,Card,2025-06-06
988,96,5951.57,Crypto,2025-06-10
989,96,9244.94,BankTransfer,2025-02-19
990,96,6249.02,Crypto,2025-03-22
991,97,6419.55,BankTransfer,2024-12-24
992,97,2881.99,Card,2025-05-16
993,97,7764.49,QRPay,2025-01-14
994,97,7331.24,MobilePay,2025-06-12
995,97,6931.63,QRPay,2025-04-18
996,97,7604.61,MobilePay,2025-05-04
997,97,6247.31,BankTransfer,2025-04-09
998,97,9017.14,Crypto,2025-04-13
999,97,1433.19,QRPay,2025-01-10
1000,97,9589.98,Crypto,2025-01-03
1001,98,1635.33,QRPay,2025-03-15
1002,98,9259.03,Card,2025-05-15
1003,98,9796.55,MobilePay,2025-05-09
1004,98,931.37,Crypto,2025-02-11
1005,98,3716.74,BankTransfer,2025-02-12
1006,99,8536.76,BankTransfer,2024-12-29
1007,99,6081.24,QRPay,2025-01-23
1008,99,5337.83,Card,2025-03-04
1009,99,7241.03,QRPay,2025-02-16
1010,99,7013.26,MobilePay,2025-06-18
1011,99,3365.29,Card,2025-05-28
1012,99,3336.19,BankTransfer,2025-03-08
1013,99,3051.94,Crypto,2025-01-23
1014,99,4641.41,MobilePay,2025-03-26
1015,99,1198.16,BankTransfer,2025-06-21
1016,99,8677.7,BankTransfer,2025-05-11
1017,99,4133.09,BankTransfer,2025-05-27
1018,99,2830.08,QRPay,2025-05-09
1019,99,3145.82,QRPay,2025-03-10
1020,100,6117.33,BankTransfer,2025-01-07
1021,100,394.91,Crypto,2025-01-10
1022,100,369.68,QRPay,2025-03-18
1023,100,7864.85,Crypto,2025-01-31
1024,100,3731.72,Card,2025-05-30
1025,100,577.52,BankTransfer,2025-03-05
1026,100,2750.99,Crypto,2025-03-25
1027,100,8499.23,BankTransfer,2025-04-25
1028,100,7584.26,Card,2025-04-26
1029,100,4955.79,MobilePay,2025-01-19
1030,100,5012.06,BankTransfer,2025-02-17
1031,100,3271.73,QRPay,2025-04-14
1032,100,6863.45,Card,2025-05-06
1033,100,565.81,MobilePay,2025-03-02
1034,100,4229.32,BankTransfer,2024-12-27
1035,101,5219.96,Crypto,2025-05-01
1036,101,483.36,Card,2025-01-06
1037,101,2244.31,Crypto,2025-02-27
1038,101,6921.53,Crypto,2024-12-25
1039,101,7312.9,BankTransfer,2025-05-27
1040,101,9948.07,Card,2025-01-20
1041,101,5700.91,QRPay,2025-04-29
1042,101,274.17,QRPay,2025-01-07
1043,101,5393.89,QRPay,2025-03-30
1044,101,3577.47,MobilePay,2025-01-10
1045,102,8731.28,BankTransfer,2025-05-25
1046,102,9249.28,MobilePay,2025-04-20
1047,102,7807.78,QRPay,2025-03-27
1048,102,6067.28,MobilePay,2025-01-02
1049,102,5267.7,Card,2025-02-24
1050,102,5344.72,Crypto,2025-02-10
1051,103,1426.15,Crypto,2025-01-16
1052,103,7276.14,BankTransfer,2025-01-20
1053,103,757.71,MobilePay,2025-04-16
1054,103,9156.63,BankTransfer,2025-05-31
1055,103,9666.86,MobilePay,2025-01-05
1056,103,4037.91,BankTransfer,2025-01-16
1057,103,1582.52,Card,2025-05-21
1058,103,2275.2,Crypto,2025-01-19
1059,103,2137.48,MobilePay,2025-02-07
1060,103,9254.56,BankTransfer,2025-05-08
1061,103,4987.02,MobilePay,2025-01-07
1062,103,4982.56,QRPay,2025-04-06
1063,104,2070.85,BankTransfer,2025-06-06
1064,104,8023.44,Crypto,2024-12-31
1065,104,282.3,MobilePay,2025-03-23
1066,104,8605.36,Card,2025-05-07
1067,104,8157.86,QRPay,2025-05-18
1068,104,7331.25,MobilePay,2025-02-12
1069,104,5396.99,Card,2025-02-20
1070,104,978.44,Card,2025-02-05
1071,104,8257.65,Card,2025-06-22
1072,104,965.15,Card,2025-03-06
1073,104,8077.23,Crypto,2025-05-11
1074,104,3411.84,QRPay,2025-01-06
1075,104,1707.62,Card,2025-01-24
1076,105,3285.05,Card,2025-04-09
1077,105,9066.57,MobilePay,2025-01-19
1078,105,1704.08,Crypto,2025-05-11
1079,105,796.68,QRPay,2025-04-01
1080,105,8748.06,QRPay,2025-06-01
1081,105,8634.13,BankTransfer,2025-03-09
1082,105,8669.71,BankTransfer,2025-03-27
1083,106,9809.75,Crypto,2025-05-25
1084,106,2276.68,Crypto,2025-02-18
1085,106,702.23,Card,2024-12-30
1086,106,7164.69,BankTransfer,2025-05-21
1087,106,5561.47,Card,2025-05-13
1088,106,3088.85,Card,2025-01-20
1089,106,8882.5,BankTransfer,2025-04-22
1090,106,403.76,Card,2024-12-28
1091,106,6369.75,QRPay,2025-01-13
1092,106,3147.24,BankTransfer,2025-05-10
1093,107,837.97,QRPay,2025-05-11
1094,107,4850.04,MobilePay,2025-06-08
1095,107,7407.34,BankTransfer,2025-01-18
1096,107,6222.81,BankTransfer,2025-04-16
1097,107,3567.41,Crypto,2025-02-21
1098,107,8128.77,Crypto,2025-03-31
1099,107,3319.09,MobilePay,2025-01-28
1100,107,8120.75,Crypto,2024-12-31
1101,107,6783.21,QRPay,2025-02-02
1102,107,6808.89,MobilePay,2025-02-10
1103,107,4345.85,Crypto,2025-03-19
1104,108,7458.05,Card,2025-03-24
1105,108,8870.2,BankTransfer,2024-12-30
1106,108,4755.65,Crypto,2025-01-07
1107,108,3599.28,Card,2025-03-16
1108,108,7889.77,Card,2025-03-13
1109,108,6737.02,BankTransfer,2024-12-25
1110,108,4885.48,Card,2025-02-14
1111,108,6718.05,QRPay,2024-12-29
1112,108,3160.82,Crypto,2025-01-11
1113,108,6878.63,BankTransfer,2025-05-10
1114,108,2237.67,QRPay,2025-04-12
1115,108,1400.15,QRPay,2025-05-16
1116,108,4519.35,Card,2025-05-27
1117,108,2798.28,QRPay,2025-05-03
1118,108,6095.61,BankTransfer,2025-02-16
1119,109,2469.62,Card,2025-05-07
1120,109,2461.04,QRPay,2024-12-29
1121,109,9366.38,Card,2025-06-17
1122,109,2485.61,Crypto,2025-04-01
1123,109,794.15,MobilePay,2025-02-04
1124,109,4604.05,MobilePay,2025-03-05
1125,109,7590.7,MobilePay,2025-06-22
1126,109,8169.49,Card,2025-04-19
1127,110,6788.33,Crypto,2025-04-02
1128,110,5526.84,QRPay,2025-03-22
1129,110,8807.45,Card,2025-03-30
1130,110,8250.96,QRPay,2025-03-10
1131,110,3241.57,MobilePay,2025-04-28
1132,110,6015.19,QRPay,2025-03-10
1133,110,7121.5,MobilePay,2025-01-01
1134,110,5975.32,Crypto,2025-05-08
1135,110,4685.47,Card,2025-01-11
1136,110,1727.08,Card,2025-05-02
1137,110,506.91,BankTransfer,2025-06-12
1138,110,3804.97,BankTransfer,2025-01-01
1139,110,9710.53,QRPay,2025-06-19
1140,110,5181.29,MobilePay,2025-03-28
1141,111,7038.64,BankTransfer,2025-05-05
1142,111,4012.33,QRPay,2025-06-09
1143,111,1441.2,QRPay,2025-02-07
1144,111,7120.96,BankTransfer,2025-06-01
1145,111,5656.83,QRPay,2025-02-14
1146,111,5238.62,QRPay,2025-03-18
1147,111,9078.24,BankTransfer,2025-06-10
1148,111,8623.56,Crypto,2025-04-27
1149,111,6833.04,Card,2025-03-25
1150,112,2056.76,Crypto,2025-06-03
1151,112,7183.87,BankTransfer,2025-05-12
1152,112,8923.99,QRPay,2025-03-27
1153,112,6276.92,QRPay,2025-01-03
1154,112,4799.05,QRPay,2025-03-18
1155,112,3067.81,Card,2025-03-20
1156,112,1458.52,QRPay,2025-04-30
1157,112,6407.57,QRPay,2025-03-20
1158,112,4213.56,QRPay,2025-03-15
1159,112,4624.05,MobilePay,2025-01-24
1160,113,3732.86,BankTransfer,2025-04-28
1161,113,1905.77,MobilePay,2025-03-07
1162,113,5495.11,Card,2025-01-25
1163,113,8693.59,MobilePay,2025-01-21
1164,113,9116.77,BankTransfer,2025-01-01
1165,113,7756.99,QRPay,2025-01-02
1166,113,5921.79,QRPay,2025-05-03
1167,113,476.97,BankTransfer,2025-02-27
1168,114,8718.37,MobilePay,2025-02-25
1169,114,9190.51,BankTransfer,2025-01-19
1170,114,2691.95,QRPay,2025-02-06
1171,114,6110.01,MobilePay,2025-05-08
1172,114,3304.1,BankTransfer,2025-03-27
1173,114,5275.48,Crypto,2025-02-04
1174,114,1188.73,Card,2025-02-22
1175,114,9865.95,BankTransfer,2025-05-24
1176,114,5210.89,Crypto,2025-05-04
1177,114,6062.19,Crypto,2025-03-12
1178,114,7937.37,BankTransfer,2025-03-15
1179,114,4860.68,Crypto,2025-01-27
1180,114,1164.18,Card,2025-01-27
1181,114,4854.05,MobilePay,2025-06-13
1182,114,7830.6,MobilePay,2025-03-15
1183,115,8966.4,BankTransfer,2025-04-30
1184,115,4535.94,MobilePay,2025-04-04
1185,115,1411.86,MobilePay,2025-04-23
1186,115,3861.87,Crypto,2025-02-21
1187,115,4438.99,QRPay,2025-01-13
1188,116,6994.18,QRPay,2025-04-05
1189,116,3751.69,BankTransfer,2024-12-26
1190,116,3885.19,MobilePay,2025-04-25
1191,116,5422.17,MobilePay,2025-05-17
1192,116,6760.68,Card,2025-03-06
1193,116,8208.09,BankTransfer,2025-03-05
1194,116,9519.76,Card,2025-01-19
1195,116,39.53,QRPay,2025-02-19
1196,116,9506.06,Card,2025-01-17
1197,116,2226.77,Card,2025-02-05
1198,116,3467.38,Card,2024-12-30
1199,116,9512.02,Crypto,2025-03-17
1200,117,3023.07,MobilePay,2025-05-13
1201,117,6934.28,QRPay,2025-05-01
1202,117,4541.39,MobilePay,2025-03-16
1203,117,1501.15,Crypto,2025-03-06
1204,117,6437.16,MobilePay,2025-01-17
1205,117,9734.04,Crypto,2025-05-07
1206,117,9378.62,Crypto,2025-03-13
1207,117,3142.91,MobilePay,2025-03-13
1208,117,1711.61,BankTransfer,2025-04-05
1209,117,6783.95,MobilePay,2025-02-22
1210,118,3214.99,MobilePay,2025-01-14
1211,118,7043.8,Crypto,2025-06-21
1212,118,5342.96,BankTransfer,2025-04-22
1213,118,8275.79,Card,2025-02-12
1214,118,3752.51,Card,2025-05-04
1215,118,4024.89,Card,2025-03-25
1216,119,4179.26,MobilePay,2025-05-11
1217,119,1585.43,Crypto,2025-01-22
1218,119,3615.38,QRPay,2025-05-21
1219,119,2984.21,MobilePay,2025-02-25
1220,119,9014.55,Card,2025-01-28
1221,119,3231.7,QRPay,2025-01-14
1222,120,8994.22,BankTransfer,2025-02-14
1223,120,4466.16,QRPay,2025-01-26
1224,120,4194.01,Card,2025-06-18
1225,120,4149.26,QRPay,2025-02-13
1226,120,6385.32,MobilePay,2025-03-22
1227,120,70.77,Crypto,2025-06-19
1228,120,9212.72,Crypto,2025-06-03
1229,121,9842.26,BankTransfer,2025-04-05
1230,121,4491.61,Crypto,2025-04-15
1231,121,8927.25,MobilePay,2025-03-18
1232,121,1129.19,Crypto,2025-06-22
1233,121,5032.81,BankTransfer,2025-05-04
1234,121,8687.84,BankTransfer,2025-01-27
1235,121,7237.47,MobilePay,2025-06-23
1236,121,6928.05,Card,2025-06-23
1237,121,5333.66,Crypto,2025-05-28
1238,121,4787.07,QRPay,2025-06-10
1239,121,7962.75,QRPay,2025-03-06
1240,121,2221.54,MobilePay,2025-04-09
1241,121,794.07,Crypto,2025-05-24
1242,122,2712.57,Card,2025-05-09
1243,122,5727.06,Card,2025-01-24
1244,122,105.6,Card,2024-12-23
1245,122,7103.12,Crypto,2025-05-26
1246,122,6038.16,MobilePay,2024-12-27
1247,122,8303.9,BankTransfer,2025-01-02
1248,122,8788.2,QRPay,2025-03-18
1249,122,9248.58,MobilePay,2025-04-24
1250,122,7254.2,MobilePay,2025-01-07
1251,122,4508.6,BankTransfer,2025-03-01
1252,122,8657.11,Crypto,2025-02-25
1253,122,8861.13,BankTransfer,2025-06-22
1254,123,719.52,Card,2025-06-08
1255,123,7564.41,BankTransfer,2025-06-12
1256,123,8753.39,BankTransfer,2025-01-03
1257,123,6449.16,BankTransfer,2025-02-10
1258,123,9705.37,Card,2025-02-02
1259,123,4418.48,BankTransfer,2025-04-22
1260,123,1156.6,QRPay,2025-02-04
1261,123,2914.26,Crypto,2025-01-13
1262,123,7947.62,BankTransfer,2025-01-06
1263,123,1744.61,Card,2025-05-08
1264,123,5054.36,BankTransfer,2025-01-21
1265,124,3394.76,BankTransfer,2024-12-31
1266,124,7242.84,MobilePay,2025-03-26
1267,124,7073.95,MobilePay,2025-03-04
1268,124,4689.11,QRPay,2025-05-05
1269,124,9579.61,BankTransfer,2025-02-18
1270,124,594.55,Crypto,2025-06-11
1271,124,6797.95,BankTransfer,2025-02-18
1272,125,6280.46,MobilePay,2025-02-10
1273,125,3107.33,Crypto,2025-05-17
1274,125,298.87,BankTransfer,2025-01-30
1275,125,8208.78,QRPay,2025-01-11
1276,125,3578.21,Card,2025-02-22
1277,125,8738.59,QRPay,2025-03-12
1278,125,3951.32,Card,2025-05-26
1279,126,5173.91,BankTransfer,2024-12-26
1280,126,1172.8,Card,2025-02-06
1281,126,1115.02,QRPay,2025-06-23
1282,126,4404.18,BankTransfer,2024-12-24
1283,126,1901.55,QRPay,2025-05-21
1284,126,1157.62,QRPay,2025-02-10
1285,126,6260.46,MobilePay,2025-02-01
1286,126,1193.36,Crypto,2025-01-01
1287,126,7874.64,MobilePay,2025-02-04
1288,126,5417.88,BankTransfer,2025-02-21
1289,126,2916.07,MobilePay,2025-05-27
1290,127,916.9,MobilePay,2025-05-23
1291,127,1896.66,Card,2025-03-18
1292,127,9296.6,Card,2025-01-11
1293,127,2454.99,BankTransfer,2025-02-07
1294,127,1073.96,Crypto,2025-03-16
1295,127,1123.93,Crypto,2025-01-27
1296,127,8681.48,MobilePay,2025-04-14
1297,127,3670.08,QRPay,2025-04-17
1298,127,6176.31,Card,2025-01-14
1299,127,2612.7,MobilePay,2025-05-11
1300,127,9265.95,BankTransfer,2025-05-18
1301,127,174.38,QRPay,2025-03-20
1302,127,5375.3,QRPay,2025-01-28
1303,128,319.94,MobilePay,2025-03-07
1304,128,1431.01,QRPay,2025-05-19
1305,128,812.08,Crypto,2025-05-16
1306,128,1276.0,Crypto,2025-06-06
1307,128,473.77,MobilePay,2025-05-20
1308,128,9017.18,Card,2024-12-25
1309,128,8180.78,BankTransfer,2025-05-25
