CustomerID,CreditScore,UpdatedAt
822,613,2025-05-16 21:49:13
823,664,2025-03-29 14:03:46
824,795,2025-01-27 03:26:00
825,639,2025-03-15 08:24:36
826,803,2024-09-03 07:36:17
827,617,2025-03-26 13:45:21
828,653,2025-04-24 08:07:44
829,799,2025-03-07 19:06:25
830,719,2024-11-25 13:40:15
831,444,2024-10-20 03:57:40
832,751,2025-01-27 10:43:17
833,470,2024-07-30 09:55:54
834,549,2024-11-12 11:06:28
835,622,2025-05-26 12:03:09
836,424,2025-05-25 19:18:22
837,701,2025-01-19 19:57:05
838,340,2025-04-01 15:39:04
839,684,2024-12-11 09:27:20
840,316,2025-05-18 18:06:14
841,650,2025-04-30 09:58:17
842,345,2024-12-08 06:53:55
843,831,2024-10-30 18:15:54
844,410,2024-12-03 04:54:41
845,390,2025-05-07 04:52:42
846,537,2025-02-22 21:50:45
847,354,2025-05-01 22:31:32
848,693,2025-05-29 00:46:46
849,849,2025-01-04 16:48:53
850,300,2024-08-14 14:04:28
851,727,2024-12-22 16:08:41
852,623,2025-02-14 20:35:53
853,668,2025-05-05 12:24:00
854,826,2024-08-07 01:01:12
855,319,2024-09-04 16:46:48
856,847,2025-01-13 05:03:27
857,833,2025-06-18 20:59:49
858,732,2024-11-28 00:40:32
859,480,2025-06-02 20:54:18
860,809,2024-12-08 00:40:34
861,518,2024-12-22 00:46:05
862,308,2025-01-01 18:16:41
863,533,2025-06-01 22:36:20
864,588,2025-02-07 03:10:34
865,581,2024-10-10 03:59:34
866,334,2025-06-08 16:17:00
867,322,2025-03-28 13:31:30
868,460,2024-08-25 11:09:39
869,319,2024-10-31 20:41:50
870,346,2024-10-15 08:00:26
871,765,2024-12-06 13:28:52
872,696,2025-05-06 09:03:22
873,843,2024-10-06 13:34:37
874,489,2025-05-29 15:24:32
875,370,2024-09-10 13:05:11
876,704,2024-08-12 01:53:00
877,713,2025-02-06 13:23:06
878,553,2024-09-02 04:31:44
879,413,2025-05-14 09:32:03
880,745,2025-01-25 10:01:27
881,536,2025-01-20 05:19:39
882,638,2025-03-12 10:15:20
883,735,2024-06-24 15:05:07
884,751,2025-05-13 18:25:17
885,423,2024-07-16 21:04:42
886,605,2024-07-01 16:53:01
887,375,2025-05-18 10:16:10
888,678,2025-03-17 13:30:22
889,430,2025-04-26 13:07:33
890,789,2025-04-30 11:14:25
891,743,2024-08-28 03:11:12
892,536,2025-01-07 11:38:13
893,699,2024-08-31 18:16:13
894,353,2024-08-04 03:22:25
895,406,2024-06-27 18:28:41
896,435,2024-10-10 18:00:54
897,800,2024-09-20 21:52:29
898,555,2025-06-09 07:55:34
899,363,2025-06-04 08:03:06
900,424,2025-05-29 06:45:42
901,440,2024-10-24 06:40:52
902,388,2024-09-10 03:52:39
903,554,2024-11-18 01:03:21
904,423,2024-11-20 07:54:57
905,472,2024-11-12 16:05:11
906,595,2025-04-12 03:27:08
907,417,2024-12-03 14:22:47
908,362,2024-11-27 16:32:51
909,419,2025-05-20 16:25:37
910,503,2025-01-14 15:59:37
911,647,2025-05-14 22:15:26
912,631,2024-08-26 07:16:52
913,725,2024-07-11 13:48:47
914,589,2025-02-01 02:06:00
915,412,2024-08-04 06:05:35
916,773,2025-04-17 06:10:47
917,788,2024-10-14 23:31:20
918,587,2025-04-25 08:37:27
919,412,2024-11-08 06:21:26
920,799,2024-06-25 16:07:40
921,315,2024-12-17 16:09:13
922,333,2024-07-13 13:18:36
923,772,2024-10-23 12:08:28
924,747,2024-10-13 06:16:26
925,479,2025-03-06 08:30:01
926,676,2024-08-10 08:57:14
927,765,2025-03-28 21:14:59
928,811,2024-09-24 03:11:18
929,767,2024-08-01 07:58:48
930,763,2024-10-05 19:41:24
931,331,2024-08-04 17:52:08
932,330,2025-02-13 10:48:24
933,374,2025-03-16 11:37:26
934,426,2024-11-03 10:19:16
935,661,2025-03-21 04:40:52
936,419,2025-06-18 23:01:54
937,353,2024-10-10 02:19:03
938,583,2025-06-14 15:59:38
939,354,2024-07-20 02:52:11
940,562,2025-01-09 02:07:18
941,579,2025-03-04 02:19:50
942,495,2025-03-20 19:42:37
943,608,2025-03-06 23:01:30
944,548,2025-03-15 06:54:35
945,522,2024-10-27 16:17:13
946,842,2024-07-02 23:59:39
947,843,2025-01-28 10:54:35
948,498,2025-04-12 00:40:47
949,672,2025-03-24 09:47:02
950,820,2025-04-23 02:18:45
951,452,2025-03-13 17:13:40
952,628,2024-12-14 15:55:19
953,703,2024-11-07 15:28:45
954,455,2025-02-27 22:18:41
955,714,2024-09-24 18:38:49
956,698,2025-03-26 02:42:22
957,766,2024-12-29 22:23:46
958,772,2024-09-01 05:56:11
959,756,2025-03-23 05:06:06
960,545,2025-05-08 01:18:29
961,811,2025-03-18 03:48:55
962,675,2024-12-01 19:41:55
963,408,2025-04-30 21:10:47
964,631,2024-10-01 09:30:44
965,619,2024-09-14 18:37:51
966,672,2024-09-13 06:41:24
967,790,2024-11-27 21:59:05
968,652,2024-11-10 12:48:45
969,763,2025-06-12 10:42:05
970,363,2024-11-08 18:00:56
971,423,2024-12-14 23:37:11
972,484,2024-06-25 10:05:30
973,745,2025-05-30 21:33:27
974,643,2025-01-25 00:36:29
975,593,2025-06-18 08:25:57
976,763,2024-10-16 23:42:14
977,404,2024-08-27 11:04:34
978,543,2024-08-03 19:50:02
979,785,2024-10-26 15:07:56
980,360,2024-12-03 15:21:07
981,658,2025-04-01 15:10:44
982,397,2025-05-25 09:42:30
983,485,2024-12-18 13:42:25
984,373,2025-06-17 23:51:17
985,772,2024-06-30 14:44:55
986,403,2024-11-21 13:16:58
987,596,2025-02-28 19:08:59
988,367,2024-09-17 17:37:05
989,573,2025-02-13 02:10:20
990,675,2024-12-24 13:47:40
991,462,2024-10-21 05:50:03
992,661,2025-04-01 09:19:01
993,301,2024-12-08 20:50:14
994,668,2024-10-30 13:42:56
995,603,2024-11-03 18:27:11
996,508,2024-07-03 16:01:12
997,685,2025-02-03 14:38:16
998,826,2025-04-15 12:37:17
999,421,2025-05-13 18:49:39
1000,303,2024-12-22 16:04:18
