SalaryID,EmployeeID,BaseSalary,Bonus,Deductions,PaymentDate
582,133,3601.04,452.55,287.48,2025-06-09
583,134,2643.68,149.51,167.85,2025-02-24
584,134,4246.03,807.64,144.1,2025-03-17
585,134,4779.75,878.18,182.63,2025-04-07
586,134,1439.56,155.61,87.44,2025-06-20
587,135,4869.01,612.39,196.59,2025-01-07
588,135,1432.46,73.28,38.53,2025-03-07
589,135,2639.15,35.45,217.09,2025-03-27
590,135,3785.87,332.61,302.16,2025-05-03
591,136,1362.93,82.56,45.52,2025-01-04
592,136,2370.56,126.81,135.82,2025-01-31
593,136,1096.9,117.41,4.79,2025-02-09
594,136,2294.64,121.69,125.9,2025-03-08
595,136,3690.23,713.63,319.94,2025-04-03
596,136,3480.92,460.22,176.96,2025-05-13
597,137,2525.74,487.76,111.85,2024-12-27
598,137,4956.5,50.01,343.88,2025-02-11
599,137,4379.76,367.4,80.3,2025-02-14
600,137,4813.24,579.6,196.05,2025-03-20
601,137,1428.23,56.46,81.42,2025-06-03
602,138,4546.64,232.63,320.71,2025-01-07
603,138,4299.85,426.68,16.56,2025-02-03
604,138,4888.77,352.12,459.92,2025-02-04
605,138,1239.19,15.27,113.09,2025-02-14
606,138,2004.46,304.57,96.07,2025-05-06
607,138,3998.8,406.88,332.13,2025-05-14
608,139,4030.81,510.57,23.34,2025-02-14
609,139,1414.69,75.29,82.7,2025-04-03
610,139,3269.6,107.1,243.45,2025-04-16
611,140,4047.23,686.57,66.22,2025-01-21
612,140,3338.33,625.74,222.88,2025-02-02
613,140,1480.39,66.54,59.66,2025-02-15
614,140,3046.65,72.0,228.75,2025-03-07
615,140,1980.25,363.59,175.78,2025-03-15
616,140,4702.07,591.08,210.21,2025-06-11
617,141,2511.22,446.54,224.37,2025-03-21
618,141,4558.35,397.68,139.7,2025-04-16
619,141,2703.05,197.21,254.51,2025-05-02
620,141,2210.86,72.33,100.19,2025-06-16
621,142,2438.39,425.33,59.32,2025-01-05
622,142,3494.38,599.51,319.56,2025-01-17
623,142,4223.14,602.59,216.52,2025-02-22
624,142,4703.12,139.01,210.45,2025-04-11
625,142,2628.2,471.19,134.71,2025-05-13
626,142,4145.16,618.82,88.32,2025-05-31
627,143,833.26,139.58,10.63,2024-12-25
628,143,2276.98,338.74,99.76,2025-01-13
629,143,1327.44,170.11,110.03,2025-02-02
630,143,4968.63,425.18,352.3,2025-04-06
631,143,4810.21,105.78,306.84,2025-04-19
632,143,2732.21,522.4,196.67,2025-06-12
633,144,2313.53,88.9,88.28,2025-02-22
634,144,3423.61,534.16,103.92,2025-02-22
635,144,3860.11,161.97,359.51,2025-03-15
636,145,1675.25,193.42,62.96,2025-01-25
637,145,812.0,30.66,30.02,2025-01-27
638,145,3951.23,653.64,149.38,2025-04-11
639,145,4064.57,233.8,266.05,2025-06-14
640,146,3501.26,579.68,98.98,2025-01-02
641,146,1491.88,282.75,138.6,2025-03-09
642,146,3104.45,436.49,225.64,2025-05-25
643,147,973.36,159.88,79.64,2025-02-01
644,147,2965.66,484.54,0.16,2025-02-14
645,147,3983.5,512.92,40.96,2025-03-19
646,147,2313.74,215.89,215.34,2025-04-23
647,147,4914.43,493.81,443.47,2025-06-10
648,147,4836.37,921.49,273.85,2025-06-21
649,148,2530.12,221.5,133.76,2024-12-23
650,148,1336.75,79.88,100.61,2025-01-23
651,148,1237.71,55.38,44.52,2025-03-07
652,148,4017.44,196.69,83.82,2025-03-11
653,148,2620.06,6.69,100.17,2025-03-29
654,148,3362.48,513.22,60.88,2025-05-11
655,149,2853.12,281.42,143.92,2025-01-31
656,149,4895.28,603.17,207.19,2025-02-09
657,149,866.82,105.68,37.88,2025-03-19
658,149,2353.53,430.72,175.72,2025-03-29
659,149,1501.38,266.1,99.05,2025-05-16
660,149,4123.52,177.99,327.45,2025-05-19
661,150,1102.32,26.72,96.55,2025-01-21
662,150,3559.56,357.85,180.64,2025-01-25
663,150,2344.57,132.63,48.87,2025-02-03
664,150,2701.68,394.83,145.71,2025-02-18
665,150,3219.65,296.71,276.2,2025-05-03
666,150,3305.14,406.16,125.42,2025-05-25
667,151,4726.64,401.46,242.84,2025-03-09
668,151,4761.67,146.15,393.67,2025-05-22
669,151,1897.09,356.52,102.6,2025-06-20
670,152,4489.78,271.98,281.01,2025-01-14
671,152,3242.6,380.6,159.55,2025-01-26
672,152,3135.7,621.88,307.45,2025-02-24
673,152,1120.36,99.05,17.22,2025-03-11
674,152,2918.52,368.67,157.29,2025-04-07
675,153,2005.72,201.22,167.04,2025-01-10
676,153,3190.22,434.87,288.52,2025-02-07
677,153,1505.76,44.92,26.19,2025-02-16
678,153,1203.73,86.53,38.56,2025-02-23
679,153,2799.13,57.65,56.19,2025-06-08
680,154,2547.54,406.39,213.77,2025-01-13
681,154,2190.97,365.15,54.73,2025-03-25
682,154,1758.5,149.69,132.03,2025-03-26
683,154,4000.04,279.08,139.7,2025-03-27
684,154,2408.17,260.07,171.65,2025-04-23
685,154,3217.43,218.09,260.42,2025-04-30
686,155,3452.75,583.09,130.28,2025-01-01
687,155,1331.95,195.09,36.32,2025-02-09
688,155,2184.21,285.33,218.3,2025-02-26
689,155,3876.27,697.77,164.12,2025-05-07
690,155,1315.09,234.62,83.71,2025-05-27
691,155,3128.36,308.05,246.71,2025-06-13
692,156,3572.95,439.88,14.83,2024-12-30
693,156,2291.41,266.77,211.95,2025-01-13
694,156,2737.63,301.41,15.09,2025-02-05
695,156,3263.93,285.71,89.0,2025-05-22
696,156,4029.43,581.08,299.32,2025-05-27
697,157,4647.69,747.66,58.12,2025-02-13
698,157,1005.57,122.39,29.43,2025-02-22
699,157,1462.87,165.3,84.57,2025-02-26
700,158,1139.29,129.33,51.22,2025-03-01
701,158,1942.29,377.19,35.68,2025-03-13
702,158,2693.18,50.8,49.76,2025-03-21
703,158,2133.14,347.12,181.62,2025-04-14
704,159,3322.89,353.84,155.56,2025-03-11
705,159,4963.84,493.44,205.63,2025-04-28
706,159,1992.94,68.41,107.33,2025-05-03
707,159,2811.69,280.89,23.23,2025-06-22
708,160,1949.48,256.35,169.27,2025-02-22
709,160,2096.28,386.84,97.4,2025-05-10
710,160,2009.3,298.77,28.78,2025-05-25
711,161,1751.18,343.97,81.52,2025-03-03
712,161,2630.3,174.96,22.56,2025-04-27
713,161,4686.83,282.28,20.51,2025-06-02
714,162,3629.47,449.76,174.27,2024-12-24
715,162,2382.45,63.0,9.69,2024-12-29
716,162,2460.26,190.02,245.38,2025-02-24
717,162,2957.69,407.03,177.68,2025-05-20
718,162,2647.71,113.3,1.89,2025-06-10
719,163,1998.51,231.23,82.35,2025-02-14
720,163,1435.87,279.17,6.34,2025-03-02
721,163,3450.32,237.92,226.36,2025-04-25
722,163,3789.76,653.81,367.51,2025-05-11
723,164,1739.84,287.72,36.11,2025-01-06
724,164,2973.22,24.74,244.77,2025-05-24
725,164,4455.73,741.74,424.39,2025-05-31
726,164,3786.63,726.11,288.54,2025-06-23
727,165,3499.6,396.4,330.39,2025-01-11
728,165,1846.61,162.72,4.25,2025-04-05
729,165,3295.28,555.79,218.58,2025-04-07
730,166,1814.27,57.04,165.55,2025-01-13
731,166,4530.36,48.75,307.41,2025-03-21
732,166,4017.89,193.95,306.8,2025-04-17
733,166,4291.28,627.42,313.08,2025-05-21
734,166,4848.2,132.68,208.07,2025-06-01
735,167,2294.4,195.35,42.65,2025-01-24
736,167,1789.55,328.03,21.9,2025-04-19
737,167,2448.62,286.39,74.6,2025-05-21
738,167,2280.21,278.56,27.44,2025-05-29
739,168,3133.13,154.83,208.33,2025-02-28
740,168,3434.17,315.33,123.09,2025-05-27
741,168,2432.35,75.05,213.3,2025-05-31
742,169,1758.47,345.19,15.26,2025-01-12
743,169,3536.46,149.86,167.81,2025-01-25
744,169,4709.81,665.38,22.94,2025-02-19
745,169,2409.88,387.77,126.86,2025-04-27
746,169,4178.07,430.11,18.96,2025-05-02
747,169,4878.04,546.85,341.69,2025-05-24
748,170,3697.6,516.28,195.99,2025-01-08
749,170,4562.1,654.79,46.91,2025-02-04
750,170,4814.42,383.06,171.75,2025-03-26
751,171,2222.54,347.47,151.15,2024-12-25
752,171,2797.5,519.2,66.83,2025-01-05
753,171,2689.48,458.26,133.28,2025-01-29
754,171,4382.13,328.34,21.0,2025-04-27
755,171,1137.22,47.02,5.53,2025-06-22
756,172,3642.24,217.53,325.55,2024-12-25
757,172,1787.08,33.59,62.45,2025-03-09
758,172,3756.24,745.4,29.26,2025-04-08
759,172,3727.39,468.02,339.42,2025-05-04
760,173,2403.03,465.87,222.62,2025-01-01
761,173,4360.71,361.5,404.0,2025-01-28
762,173,4900.79,778.31,317.67,2025-01-29
763,173,2279.55,259.84,26.43,2025-04-24
764,174,3662.83,581.16,225.93,2025-01-07
765,174,1737.51,204.02,7.8,2025-01-26
766,174,3835.27,345.36,48.89,2025-04-26
767,175,1936.45,378.63,188.13,2025-01-13
768,175,1120.93,86.07,32.17,2025-02-27
769,175,3933.98,477.62,119.8,2025-04-20
770,175,4942.68,493.66,393.97,2025-05-10
771,175,4026.56,174.44,7.05,2025-05-28
772,175,1563.82,149.49,34.84,2025-06-19
773,176,2358.28,318.43,61.22,2025-04-07
774,176,4497.67,815.85,384.95,2025-05-15
775,176,4273.54,776.93,308.69,2025-05-27
776,177,1308.56,64.54,113.43,2025-02-02
777,177,4572.04,421.2,201.65,2025-02-21
778,177,2143.07,394.57,180.91,2025-04-20
779,178,3763.22,378.21,25.59,2025-01-08
780,178,2823.37,486.2,122.9,2025-03-05
781,178,3986.68,134.3,146.46,2025-03-12
782,178,3409.81,665.32,46.17,2025-05-31
783,179,1892.42,169.85,185.09,2025-01-21
784,179,3929.58,586.72,35.8,2025-04-12
785,179,4257.76,741.08,424.48,2025-06-02
786,180,1458.64,270.97,131.6,2025-03-11
787,180,815.23,31.36,3.86,2025-04-14
788,180,3605.13,483.66,23.71,2025-06-18
789,181,3732.9,571.48,146.85,2025-02-05
790,181,944.49,181.62,87.28,2025-02-25
791,181,3117.88,205.12,303.46,2025-04-28
792,181,3509.06,436.97,166.5,2025-06-10
793,182,2429.66,227.37,107.21,2024-12-31
794,182,930.41,167.57,45.78,2025-03-03
795,182,4907.39,4.74,483.25,2025-03-26
796,182,4314.53,708.7,248.83,2025-04-20
797,183,2709.93,522.35,154.85,2025-01-13
798,183,3466.97,680.46,258.73,2025-01-21
799,183,3184.67,152.43,79.92,2025-02-09
800,183,4333.47,760.73,383.25,2025-03-16
801,183,3621.82,368.76,31.59,2025-05-08
802,183,924.06,93.11,11.82,2025-05-27
803,184,3494.1,659.81,106.38,2025-03-05
804,184,3795.41,179.72,42.98,2025-03-21
805,184,2326.42,200.14,93.41,2025-03-29
806,184,2490.42,17.6,158.54,2025-04-27
807,184,1856.01,30.2,32.66,2025-04-30
808,184,1538.39,163.01,38.21,2025-05-27
809,185,2514.33,442.02,21.33,2025-01-21
810,185,3981.07,619.17,314.7,2025-04-19
811,185,2676.44,334.18,252.69,2025-05-05
812,186,2158.63,283.39,168.96,2024-12-31
813,186,4256.78,581.47,240.56,2025-04-18
814,186,2608.63,370.8,164.9,2025-04-19
815,187,2838.31,310.97,148.59,2025-01-20
816,187,3289.18,378.24,234.75,2025-03-11
817,187,3808.19,144.53,59.24,2025-03-15
818,187,4910.58,966.67,378.3,2025-03-19
819,187,4286.41,478.02,424.2,2025-03-30
820,188,3433.64,411.88,38.6,2025-01-03
821,188,2769.99,296.96,156.86,2025-01-22
822,188,3895.53,220.38,338.78,2025-02-10
823,189,4340.83,778.37,324.34,2025-01-13
824,189,3237.58,107.44,34.45,2025-01-15
825,189,2960.2,368.16,259.0,2025-03-02
826,189,2717.27,454.22,65.67,2025-03-29
827,189,1515.52,8.15,86.62,2025-04-03
828,190,3907.34,171.69,222.81,2025-03-13
829,190,1779.38,12.21,106.79,2025-06-04
830,190,4309.91,512.24,281.28,2025-06-12
831,191,4380.24,87.13,331.61,2025-01-31
832,191,1386.69,242.05,37.21,2025-02-12
833,191,1459.21,25.41,14.6,2025-03-18
834,192,1869.93,62.33,9.24,2025-04-14
835,192,2544.06,49.41,191.65,2025-05-12
836,192,3123.19,406.12,188.21,2025-05-26
837,192,2191.21,258.49,59.9,2025-06-17
838,193,3265.62,371.27,181.74,2025-02-14
839,193,2870.92,115.45,276.41,2025-03-12
840,193,2066.23,272.96,88.63,2025-03-15
841,193,4126.54,32.07,369.22,2025-03-18
842,193,4489.06,842.16,72.79,2025-04-11
843,194,2655.49,338.89,102.97,2025-02-07
844,194,3326.06,17.94,173.14,2025-06-01
845,194,1959.72,221.47,136.68,2025-06-09
846,194,2983.24,99.93,17.1,2025-06-18
847,195,4030.74,683.71,150.36,2025-01-12
848,195,1181.53,78.2,72.32,2025-03-05
849,195,2144.67,32.92,78.88,2025-06-05
850,195,4592.25,141.9,157.51,2025-06-17
851,196,833.03,124.41,22.84,2025-02-01
852,196,4044.92,339.97,159.04,2025-02-03
853,196,3156.76,276.49,108.97,2025-02-04
854,196,3821.83,229.69,113.65,2025-02-22
855,197,4592.91,849.22,15.26,2025-01-20
856,197,4103.14,247.46,76.95,2025-02-08
857,197,1144.46,209.9,51.22,2025-04-11
858,197,4156.26,186.94,138.61,2025-05-18
859,197,1227.4,25.5,91.78,2025-06-21
860,198,3064.79,432.99,5.43,2025-03-01
861,198,2068.32,338.49,176.41,2025-03-18
862,198,4411.4,561.78,268.4,2025-03-25
863,198,4782.88,583.87,93.77,2025-04-18
864,198,2941.34,188.51,183.95,2025-04-22
865,199,1973.91,50.48,69.11,2024-12-24
866,199,1682.92,293.96,49.92,2025-02-23
867,199,1542.02,291.56,104.61,2025-05-09
868,199,4620.82,381.66,265.41,2025-05-13
869,199,1250.39,54.16,100.82,2025-05-27
870,199,4486.99,133.23,208.6,2025-06-21
871,200,1630.82,222.59,9.8,2024-12-24
872,200,3430.89,60.55,65.45,2025-02-25
873,200,1796.58,196.89,39.89,2025-03-29
874,200,1581.95,157.83,10.87,2025-04-05
875,200,2007.4,66.28,183.65,2025-06-21
876,201,2932.29,558.88,262.81,2025-01-16
877,201,2129.05,38.51,67.52,2025-01-29
878,201,1211.29,230.23,98.42,2025-02-10
879,201,4208.16,519.24,15.98,2025-05-20
880,202,3531.73,421.43,65.11,2024-12-26
881,202,3852.14,258.22,373.07,2024-12-31
882,202,4349.83,17.5,318.13,2025-06-09
883,203,2848.81,38.98,22.29,2025-01-08
884,203,2202.33,59.4,167.66,2025-02-06
885,203,1609.57,230.48,41.29,2025-02-19
886,203,1045.7,143.34,42.79,2025-03-04
887,203,4355.78,197.06,142.07,2025-04-01
888,203,3610.54,136.11,20.16,2025-04-15
889,204,2182.85,215.57,205.16,2025-01-16
890,204,2169.71,189.3,83.65,2025-02-06
891,204,2860.45,409.07,57.64,2025-02-16
892,204,3716.15,237.31,151.86,2025-04-07
893,204,4007.98,683.64,59.93,2025-06-07
894,204,3941.27,329.45,129.44,2025-06-13
895,205,4420.0,714.89,205.79,2025-01-04
896,205,3869.09,344.09,335.84,2025-01-07
897,205,1206.22,226.74,66.74,2025-01-30
898,205,4545.73,218.35,92.48,2025-06-22
899,206,3290.69,112.85,1.68,2025-01-19
900,206,2632.32,214.75,166.58,2025-01-21
901,206,4707.93,791.34,50.6,2025-02-06
902,206,2197.35,262.51,213.69,2025-06-19
903,207,1836.69,222.44,46.85,2024-12-29
904,207,3395.41,119.34,230.96,2024-12-30
905,207,1937.33,153.28,58.87,2025-01-13
906,207,3994.49,602.78,166.71,2025-02-15
907,207,4659.88,869.56,290.23,2025-03-29
908,208,1168.92,89.56,48.49,2025-01-09
909,208,2859.45,78.03,62.25,2025-03-19
910,208,2536.21,352.87,91.03,2025-03-26
911,208,3490.37,523.74,164.83,2025-04-19
912,208,3402.01,175.08,2.29,2025-05-03
913,208,852.23,129.52,5.02,2025-06-21
914,209,3910.08,64.8,169.31,2024-12-23
915,209,1495.64,231.36,45.2,2025-02-28
916,209,4847.72,960.34,213.37,2025-03-10
917,209,4541.29,253.35,113.39,2025-03-21
918,209,4124.6,518.81,220.78,2025-03-22
919,209,1448.24,176.75,83.89,2025-06-10
920,210,1721.43,99.9,43.35,2025-01-20
921,210,4531.64,70.51,402.3,2025-02-09
922,210,4336.96,410.65,12.68,2025-04-26
923,210,1972.19,34.11,102.08,2025-05-05
924,210,3778.57,29.28,369.53,2025-05-18
925,210,2729.88,197.72,24.86,2025-06-21
926,211,2883.34,265.44,190.1,2025-02-09
927,211,1507.12,168.82,49.06,2025-03-29
928,211,3098.63,600.91,222.28,2025-04-23
929,211,3978.0,762.65,263.97,2025-05-21
930,212,1906.13,227.63,172.57,2025-03-21
931,212,4271.83,791.04,278.93,2025-03-24
932,212,1420.34,54.26,31.42,2025-05-15
933,212,4395.52,218.43,181.49,2025-06-18
934,213,2817.67,544.12,2.81,2025-01-28
935,213,3231.0,223.46,30.55,2025-03-24
936,213,893.81,144.15,26.07,2025-04-06
937,214,2785.35,3.12,222.18,2024-12-31
938,214,4209.78,649.12,139.13,2025-01-04
939,214,2634.53,305.17,253.33,2025-02-01
940,214,4961.96,9.19,66.52,2025-06-13
941,215,802.35,116.66,67.22,2025-01-22
942,215,1028.04,3.43,65.93,2025-01-30
943,215,2300.53,199.61,15.64,2025-02-06
944,215,3806.45,86.15,287.07,2025-05-07
945,216,1670.06,300.48,53.54,2025-02-05
946,216,2494.79,183.24,117.51,2025-03-25
947,216,3085.13,519.69,183.28,2025-05-24
948,217,1584.3,132.43,61.9,2025-01-11
949,217,4843.09,320.4,86.03,2025-02-12
950,217,977.29,67.82,26.37,2025-04-03
951,217,3531.03,362.57,323.75,2025-05-13
952,218,4665.46,99.45,126.94,2025-04-06
953,218,2993.16,580.35,144.52,2025-06-03
954,218,4446.8,841.61,325.21,2025-06-11
955,219,3030.59,429.8,137.79,2025-02-02
956,219,3211.43,630.04,92.7,2025-02-10
957,219,3479.2,648.06,3.59,2025-04-22
958,219,1638.58,244.07,15.65,2025-05-17
959,219,4981.38,132.03,60.54,2025-05-26
960,219,2263.06,68.14,219.82,2025-06-09
961,220,4711.19,475.9,232.87,2025-01-03
962,220,2510.6,396.51,77.37,2025-01-04
963,220,2611.86,1.07,239.87,2025-01-08
964,220,4938.42,816.69,57.8,2025-03-12
965,220,3494.71,114.87,93.13,2025-04-20
966,221,1340.15,253.12,35.39,2025-01-02
967,221,4048.89,414.09,308.31,2025-03-16
968,221,1408.8,108.68,55.22,2025-04-04
969,222,2770.78,193.28,205.6,2024-12-29
970,222,4430.23,309.0,379.39,2025-02-18
971,222,1608.68,247.63,148.89,2025-03-07
972,222,2166.19,75.42,66.22,2025-03-29
973,222,4381.89,674.43,65.56,2025-06-08
974,223,1342.54,99.99,37.2,2025-02-15
975,223,1538.21,145.12,7.11,2025-02-18
976,223,4875.48,239.49,44.04,2025-04-05
977,223,3142.04,237.1,190.28,2025-05-04
978,224,2406.55,470.32,131.89,2025-01-24
979,224,2052.8,382.63,7.46,2025-01-31
980,224,856.44,8.71,75.5,2025-02-06
981,224,1424.05,205.56,129.1,2025-04-20
982,224,2470.89,375.8,246.33,2025-06-10
983,225,4726.57,492.59,35.08,2024-12-27
984,225,1026.41,89.33,49.51,2025-03-24
985,225,4691.35,922.23,280.74,2025-04-20
986,225,2138.54,336.54,171.53,2025-04-23
987,225,2497.02,215.31,139.7,2025-06-17
988,225,4538.64,601.69,49.93,2025-06-20
989,226,3563.84,297.41,231.83,2025-01-24
990,226,4070.58,338.55,390.58,2025-04-05
991,226,952.96,46.33,87.67,2025-04-18
992,226,2701.29,380.6,166.19,2025-04-25
993,226,3560.02,626.61,195.68,2025-05-20
994,226,2867.2,550.08,82.77,2025-05-31
995,227,4934.92,257.22,351.22,2025-05-05
996,227,4364.18,188.46,175.18,2025-06-13
997,227,1554.47,209.35,111.41,2025-06-22
998,228,1378.41,211.55,50.24,2025-01-22
999,228,1970.49,308.59,170.19,2025-03-16
1000,228,4383.43,117.69,47.46,2025-05-19
1001,229,2424.41,258.66,18.88,2025-01-04
1002,229,4628.24,232.18,396.89,2025-01-27
1003,229,1932.24,212.7,58.78,2025-02-15
1004,229,1045.84,22.86,38.4,2025-02-16
1005,229,4470.38,731.63,234.72,2025-05-23
1006,230,3597.74,316.27,201.36,2025-02-18
1007,230,1699.11,255.43,148.97,2025-02-23
1008,230,4190.17,202.82,70.35,2025-05-28
1009,230,1340.39,242.7,21.73,2025-06-05
1010,231,1836.5,102.39,9.53,2024-12-30
1011,231,3303.52,68.89,40.63,2025-02-16
1012,231,3616.16,273.43,343.74,2025-03-17
1013,231,3294.42,113.48,39.67,2025-03-23
1014,231,3934.79,447.21,230.57,2025-03-26
1015,231,2347.16,137.63,25.75,2025-05-10
1016,232,4216.49,207.56,223.9,2025-01-23
1017,232,2811.61,222.93,272.02,2025-02-10
1018,232,4309.39,577.59,168.96,2025-02-21
1019,233,4549.17,245.63,299.44,2024-12-26
1020,233,3028.51,418.77,167.71,2025-03-17
1021,233,3525.63,109.32,13.14,2025-04-01
1022,234,2301.36,205.73,77.85,2025-01-25
1023,234,2141.03,229.1,207.26,2025-02-04
1024,234,4201.09,566.98,245.29,2025-03-20
1025,234,1634.12,326.15,73.95,2025-04-01
1026,234,3603.94,97.06,49.38,2025-06-22
1027,235,1588.02,235.9,152.8,2025-01-27
1028,235,4612.37,126.37,404.35,2025-03-09
1029,235,1754.83,116.08,144.59,2025-04-03
1030,235,907.9,65.3,4.85,2025-04-23
1031,235,1049.45,41.77,98.7,2025-06-12
1032,236,3699.79,523.06,358.13,2025-03-16
1033,236,2257.4,237.87,35.4,2025-04-03
1034,236,2205.8,68.71,53.73,2025-04-29
1035,237,4765.84,891.08,32.0,2024-12-28
1036,237,3005.81,496.61,245.25,2025-03-31
1037,237,3504.45,560.63,348.81,2025-04-05
1038,237,922.77,139.99,73.45,2025-05-12
1039,238,1207.43,164.78,90.85,2025-02-06
1040,238,1683.96,218.53,80.87,2025-02-14
1041,238,3422.15,83.93,133.87,2025-04-05
1042,238,2311.78,86.01,60.4,2025-05-24
1043,238,3141.48,63.82,176.68,2025-06-22
1044,239,3850.39,478.51,70.29,2025-01-10
1045,239,2330.02,212.12,187.53,2025-03-21
1046,239,4319.46,728.27,337.3,2025-04-16
1047,239,4502.28,70.02,237.47,2025-05-08
1048,239,2420.64,277.25,78.96,2025-05-15
1049,240,4693.14,388.28,85.79,2025-04-05
1050,240,2562.67,196.81,224.2,2025-04-29
1051,240,4788.97,534.61,350.06,2025-05-04
1052,240,2267.03,256.01,96.48,2025-05-27
1053,240,1942.53,126.14,47.13,2025-06-12
1054,240,3770.3,398.65,245.5,2025-06-20
1055,241,3697.32,438.55,230.4,2025-03-19
1056,241,1425.68,57.09,81.21,2025-04-04
1057,241,3644.32,91.99,2.45,2025-06-12
1058,242,3625.12,300.54,68.93,2025-01-31
1059,242,3667.55,307.74,2.16,2025-04-12
1060,242,2294.74,377.28,225.35,2025-06-02
1061,243,2144.12,379.07,205.74,2024-12-29
1062,243,1775.5,330.39,39.52,2025-01-07
1063,243,1337.41,101.22,115.82,2025-01-13
1064,243,4298.09,230.16,378.34,2025-02-16
1065,243,2526.23,445.65,194.57,2025-05-07
1066,243,2741.1,38.89,4.05,2025-05-11
1067,244,1744.25,326.53,169.6,2024-12-28
1068,244,4593.29,281.99,145.83,2025-03-28
1069,244,3425.07,510.12,174.02,2025-05-17
1070,244,3262.58,153.07,167.14,2025-05-21
1071,244,3250.99,262.65,306.48,2025-06-19
1072,245,3317.41,607.05,185.67,2025-02-06
1073,245,1606.6,307.35,89.29,2025-02-08
1074,245,1021.46,103.37,23.94,2025-03-11
1075,245,3062.35,368.89,100.76,2025-03-25
1076,245,1752.07,174.98,122.28,2025-04-13
1077,245,1050.96,136.19,42.17,2025-05-24
1078,246,4079.78,439.87,291.67,2024-12-27
1079,246,2308.47,289.94,46.33,2025-01-04
1080,246,3475.04,478.42,149.99,2025-02-20
1081,246,3256.0,648.71,173.34,2025-03-08
1082,246,3379.49,569.8,248.99,2025-05-26
1083,247,4781.2,831.14,323.25,2025-01-09
1084,247,2558.7,301.78,63.85,2025-02-21
1085,247,2206.03,112.37,41.55,2025-02-23
1086,247,3840.21,577.14,69.97,2025-02-26
1087,247,3566.88,43.0,155.72,2025-03-23
1088,248,4025.63,542.82,100.51,2025-01-22
1089,248,1546.8,119.58,118.76,2025-03-18
1090,248,2228.52,260.2,92.34,2025-04-22
1091,248,2272.77,28.32,84.45,2025-05-18
1092,249,2451.29,252.94,226.5,2025-01-15
1093,249,4959.4,623.89,274.64,2025-02-20
1094,249,1491.6,259.29,77.43,2025-03-04
1095,249,2574.23,58.57,92.36,2025-03-09
1096,249,3418.32,275.43,145.06,2025-05-14
1097,249,1025.25,204.15,62.79,2025-06-17
1098,250,3013.65,293.79,67.16,2025-02-02
1099,250,1592.84,262.9,147.79,2025-02-11
1100,250,3479.14,319.96,139.01,2025-03-29
1101,250,1051.7,136.02,32.85,2025-04-23
1102,250,3814.21,148.66,353.14,2025-05-31
1103,251,1331.56,172.82,57.48,2025-01-11
1104,251,4453.0,807.02,235.35,2025-02-26
1105,251,3844.77,604.32,90.96,2025-03-09
1106,251,2244.45,225.35,173.56,2025-05-17
1107,252,4388.15,817.9,41.56,2025-01-16
1108,252,2303.41,454.09,85.29,2025-02-04
1109,252,1699.84,145.22,61.85,2025-04-11
1110,253,1816.2,222.11,114.12,2024-12-25
1111,253,3684.86,163.49,305.55,2025-01-29
1112,253,4627.63,544.88,364.53,2025-03-22
1113,253,4696.57,42.63,82.88,2025-03-23
1114,253,3543.53,333.84,187.21,2025-04-21
1115,253,924.29,41.68,81.55,2025-05-30
1116,254,2839.35,142.87,117.88,2025-01-08
1117,254,3556.54,524.4,348.18,2025-02-05
1118,254,885.54,112.59,30.34,2025-02-28
1119,254,1012.71,41.15,36.71,2025-04-02
1120,254,3451.11,184.14,304.73,2025-04-14
1121,255,4286.96,330.89,210.59,2025-01-12
1122,255,3519.69,352.37,220.43,2025-01-27
1123,255,1647.69,42.61,80.13,2025-01-30
1124,255,4239.53,388.55,186.78,2025-03-16
1125,255,3835.35,428.05,284.38,2025-04-03
1126,255,4958.18,239.21,254.98,2025-05-14
1127,256,1236.54,38.85,119.79,2025-02-10
1128,256,1072.6,175.56,80.49,2025-03-11
1129,256,1458.68,280.26,45.26,2025-04-18
1130,256,1137.47,65.47,16.73,2025-05-11
1131,256,3110.84,236.82,66.81,2025-05-15
1132,257,978.56,162.37,59.35,2025-01-20
1133,257,1268.11,93.67,123.02,2025-03-15
1134,257,1771.6,351.22,116.4,2025-04-19
1135,257,2539.55,479.3,199.04,2025-05-06
1136,257,1406.48,37.42,76.85,2025-05-27
1137,257,2263.8,211.36,167.18,2025-06-14
1138,258,4523.12,487.47,100.17,2025-01-06
1139,258,1258.9,240.0,12.75,2025-02-05
1140,258,2214.26,406.34,171.66,2025-03-17
1141,258,2369.34,14.85,139.33,2025-03-25
1142,258,2523.75,214.36,110.69,2025-04-26
1143,259,2288.02,206.57,71.42,2025-01-05
1144,259,1597.93,107.47,21.07,2025-02-13
1145,259,1078.31,166.75,106.96,2025-02-22
1146,259,2228.2,440.58,63.05,2025-03-17
1147,259,2640.13,12.68,195.93,2025-05-17
1148,259,3467.36,580.09,147.47,2025-06-23
1149,260,1518.59,207.09,58.57,2025-01-06
1150,260,4828.59,722.45,21.59,2025-01-10
1151,260,3031.0,249.91,105.74,2025-02-06
1152,261,3059.57,183.99,229.25,2025-01-07
1153,261,4278.88,610.29,23.18,2025-01-08
1154,261,1204.65,138.24,39.43,2025-02-18
1155,261,4522.15,161.79,179.83,2025-04-28
1156,262,3275.24,18.89,28.05,2025-04-27
1157,262,957.91,132.7,90.08,2025-05-10
