AccountID,CustomerID,AccountType,Balance,Currency,Status,BranchID,CreatedDate
474,243,Joint,48328.77,UZS,Active,7,2024-07-09
475,244,Checking,77983.23,USD,Active,6,2022-12-11
476,244,Savings,38458.33,GBP,Closed,7,2021-04-29
477,244,Checking,34335.91,GBP,Active,6,2023-08-23
478,245,Checking,30580.82,USD,Active,1,2021-12-11
479,245,Checking,55134.15,UZS,Inactive,10,2025-06-23
480,245,Business,40423.31,EUR,Active,6,2023-02-17
481,246,Business,17738.17,UZS,Active,5,2023-04-29
482,246,Checking,89707.56,GBP,Closed,2,2022-07-11
483,247,Joint,44065.77,GBP,Active,1,2022-09-09
484,247,Checking,30888.43,EUR,Closed,3,2022-06-05
485,248,Joint,17166.97,GBP,Closed,10,2023-06-28
486,249,Savings,90998.35,USD,Active,10,2025-01-10
487,249,Checking,27689.69,UZS,Closed,7,2021-11-02
488,249,Checking,7712.76,USD,Inactive,4,2021-03-05
489,250,Savings,66775.74,USD,Closed,6,2025-02-06
490,250,Checking,61036.73,USD,Inactive,8,2023-05-24
491,250,Joint,55362.59,GBP,Closed,10,2024-12-27
492,251,Checking,77982.77,USD,Closed,9,2023-08-07
493,251,Savings,59395.2,USD,Active,7,2024-10-15
494,252,Joint,93016.54,GBP,Active,1,2021-07-14
495,252,Business,443.06,EUR,Inactive,10,2023-04-09
496,252,Savings,57138.31,UZS,Closed,7,2024-07-07
497,253,Business,19062.7,USD,Closed,3,2023-01-05
498,254,Checking,69600.73,UZS,Closed,1,2020-10-23
499,254,Checking,39780.95,GBP,Inactive,2,2021-05-29
500,255,Business,6005.86,EUR,Active,7,2021-12-16
501,255,Checking,32194.39,EUR,Closed,1,2020-12-19
502,256,Joint,94075.79,USD,Active,2,2023-01-08
503,256,Business,66100.77,GBP,Closed,9,2024-01-09
504,257,Savings,89682.17,UZS,Inactive,1,2023-10-26
505,258,Checking,91358.65,EUR,Closed,8,2020-10-01
506,259,Joint,29863.07,USD,Inactive,3,2023-08-08
507,260,Joint,99755.2,EUR,Inactive,10,2024-11-21
508,261,Checking,87146.18,GBP,Inactive,5,2020-06-24
509,262,Savings,7082.43,GBP,Inactive,7,2023-03-22
510,262,Checking,14047.58,USD,Active,5,2025-03-11
511,262,Checking,31497.91,EUR,Closed,4,2022-02-12
512,263,Joint,5365.52,UZS,Active,2,2020-11-14
513,263,Joint,86961.88,USD,Inactive,9,2021-01-16
514,263,Savings,81342.92,USD,Active,4,2022-03-28
515,264,Joint,71929.92,USD,Inactive,6,2021-02-07
516,265,Joint,65769.23,GBP,Closed,5,2024-09-27
517,265,Business,47121.37,USD,Inactive,1,2021-09-30
518,265,Business,28292.58,EUR,Closed,5,2024-01-12
519,266,Savings,99312.81,EUR,Closed,4,2023-04-28
520,267,Joint,82463.74,USD,Closed,3,2025-03-27
521,267,Checking,9743.1,EUR,Inactive,9,2023-03-21
522,268,Checking,43981.6,GBP,Active,4,2021-04-11
523,268,Savings,30320.82,USD,Inactive,5,2021-09-10
524,268,Business,52691.02,UZS,Closed,10,2022-01-25
525,269,Joint,39657.01,UZS,Closed,6,2021-01-08
526,269,Joint,66548.87,USD,Closed,10,2024-08-16
527,269,Savings,84237.7,GBP,Active,3,2023-05-24
528,270,Business,6890.49,GBP,Closed,5,2022-01-11
529,270,Joint,17984.2,UZS,Closed,1,2024-05-22
530,271,Business,52029.97,GBP,Active,7,2021-09-04
531,271,Savings,90726.84,EUR,Inactive,10,2021-03-01
532,271,Business,92920.04,GBP,Closed,3,2022-06-07
533,272,Business,8385.42,USD,Active,3,2021-03-14
534,272,Joint,34280.65,UZS,Active,2,2025-03-20
535,272,Checking,65062.32,UZS,Closed,6,2022-07-29
536,273,Savings,36315.84,USD,Closed,10,2022-11-13
537,273,Business,65173.48,UZS,Active,8,2021-06-24
538,274,Joint,13238.01,GBP,Inactive,8,2023-10-11
539,275,Business,85892.36,GBP,Active,7,2025-06-15
540,275,Business,2428.49,GBP,Active,10,2024-06-23
541,275,Business,83189.95,UZS,Active,2,2024-10-18
542,276,Checking,73172.22,GBP,Active,8,2021-12-08
543,277,Business,73524.51,UZS,Closed,8,2020-08-21
544,277,Savings,196.51,USD,Inactive,5,2024-12-09
545,277,Joint,68536.11,EUR,Inactive,4,2023-05-17
546,278,Savings,58772.79,UZS,Closed,1,2023-02-05
547,278,Joint,81751.29,UZS,Inactive,3,2021-11-09
548,278,Business,37677.61,USD,Closed,9,2024-10-04
549,279,Business,25851.72,USD,Closed,3,2023-06-04
550,279,Joint,87461.16,EUR,Active,8,2022-05-20
551,280,Checking,389.93,EUR,Inactive,1,2024-01-01
552,280,Business,23623.44,USD,Closed,6,2025-04-17
553,280,Joint,61570.93,UZS,Active,1,2022-09-19
554,281,Savings,10163.09,GBP,Inactive,7,2021-06-14
555,281,Business,27630.7,USD,Active,5,2023-10-15
556,282,Savings,74295.49,GBP,Closed,1,2022-07-12
557,283,Savings,89022.05,USD,Active,6,2025-04-23
558,283,Joint,49485.18,USD,Inactive,3,2024-05-02
559,283,Joint,18555.62,UZS,Inactive,3,2022-04-28
560,284,Joint,81257.76,USD,Inactive,7,2020-06-30
561,285,Savings,94641.59,GBP,Closed,2,2024-07-06
562,285,Savings,57167.71,GBP,Active,10,2023-06-03
563,285,Savings,12485.98,GBP,Inactive,6,2022-12-04
564,286,Business,41515.26,USD,Active,4,2025-06-13
565,287,Checking,45796.71,GBP,Inactive,9,2021-07-29
566,288,Savings,73020.02,EUR,Closed,7,2020-09-30
567,289,Savings,50659.44,EUR,Closed,4,2020-09-28
568,290,Savings,11489.09,USD,Active,10,2023-11-23
569,290,Business,94269.94,UZS,Active,6,2024-10-21
570,290,Checking,31816.0,USD,Closed,9,2021-06-20
571,291,Joint,10109.41,EUR,Closed,10,2023-10-09
572,291,Business,82454.26,EUR,Closed,3,2021-11-26
573,291,Joint,64145.4,UZS,Active,1,2021-08-31
574,292,Checking,69322.12,UZS,Inactive,4,2023-12-06
575,292,Business,58413.6,UZS,Closed,6,2021-07-11
576,292,Savings,72870.54,GBP,Inactive,3,2024-09-05
577,293,Business,19522.87,USD,Inactive,5,2024-12-29
578,293,Joint,812.14,UZS,Closed,4,2023-12-13
579,293,Checking,38910.32,GBP,Active,3,2022-03-18
580,294,Savings,28294.78,EUR,Closed,8,2023-08-12
581,294,Joint,38311.43,EUR,Closed,2,2024-08-19
582,295,Savings,90325.27,UZS,Inactive,8,2023-02-08
583,295,Joint,98847.42,GBP,Inactive,7,2023-11-15
584,295,Joint,39799.45,USD,Active,5,2021-07-08
585,296,Savings,90614.4,UZS,Inactive,8,2022-02-04
586,296,Savings,61504.82,EUR,Active,10,2022-12-16
587,297,Savings,39412.11,USD,Inactive,4,2024-11-20
588,297,Business,10053.63,GBP,Inactive,5,2022-11-27
589,297,Savings,77944.1,USD,Active,5,2022-12-10
590,298,Savings,7083.61,UZS,Active,4,2025-01-09
591,298,Checking,23785.43,USD,Active,4,2021-03-17
592,298,Joint,6681.73,GBP,Active,6,2021-07-08
593,299,Joint,64851.34,GBP,Active,10,2023-04-01
594,299,Savings,96188.1,EUR,Inactive,4,2021-09-06
595,300,Savings,99170.02,USD,Closed,5,2022-03-27
596,300,Joint,67857.55,EUR,Inactive,4,2023-02-11
597,300,Savings,81082.52,USD,Active,6,2022-09-26
598,301,Business,68143.84,EUR,Closed,1,2021-10-19
599,301,Checking,62876.78,USD,Inactive,1,2024-06-17
600,302,Checking,43598.66,GBP,Closed,6,2022-01-30
601,303,Savings,47291.41,USD,Closed,7,2024-09-27
602,303,Joint,74066.61,USD,Active,3,2023-04-24
603,303,Joint,69564.54,UZS,Active,7,2021-07-18
604,304,Checking,8554.6,GBP,Closed,1,2022-02-25
605,304,Business,70284.11,EUR,Inactive,3,2022-06-13
606,305,Savings,38831.56,EUR,Active,8,2021-08-26
607,306,Savings,1637.67,GBP,Active,7,2021-03-29
608,306,Business,25400.74,UZS,Closed,9,2021-05-11
609,307,Savings,20710.37,USD,Inactive,1,2024-10-22
610,307,Checking,50184.91,GBP,Active,10,2022-06-15
611,307,Savings,51139.34,UZS,Active,7,2020-10-21
612,308,Joint,41118.06,USD,Inactive,4,2021-01-09
613,309,Joint,77630.8,EUR,Active,2,2025-02-05
614,309,Checking,54770.25,UZS,Closed,8,2024-03-23
615,309,Checking,18548.42,GBP,Active,5,2022-08-28
616,310,Joint,96642.77,GBP,Inactive,10,2022-10-25
617,310,Savings,9799.68,UZS,Active,8,2025-04-29
618,311,Checking,20479.22,EUR,Closed,4,2020-10-17
619,311,Checking,26754.41,UZS,Closed,9,2022-05-16
620,311,Checking,25539.37,GBP,Closed,10,2024-05-15
621,312,Joint,24726.16,UZS,Active,8,2023-07-31
622,313,Checking,46867.71,USD,Inactive,4,2024-01-15
623,313,Checking,84483.43,EUR,Closed,7,2022-03-15
624,314,Checking,47250.66,EUR,Closed,9,2021-12-10
625,315,Joint,64046.11,UZS,Closed,8,2024-07-11
626,315,Savings,3533.37,GBP,Active,2,2022-05-13
627,315,Checking,51547.05,EUR,Inactive,2,2025-01-30
628,316,Savings,95220.03,UZS,Active,5,2022-07-20
629,316,Checking,91413.52,USD,Closed,6,2022-06-02
630,316,Joint,52402.99,UZS,Active,2,2020-07-03
631,317,Business,94383.04,EUR,Active,2,2024-03-16
632,317,Joint,51602.98,EUR,Closed,6,2021-10-06
633,318,Joint,91723.86,UZS,Inactive,8,2024-11-04
634,318,Savings,43292.68,UZS,Closed,4,2020-06-28
635,319,Checking,15348.64,UZS,Closed,8,2023-09-03
636,320,Business,76581.66,UZS,Inactive,1,2024-06-17
637,320,Joint,32791.5,EUR,Inactive,1,2024-10-30
638,320,Checking,21765.53,UZS,Inactive,3,2022-12-14
639,321,Checking,8013.01,UZS,Inactive,10,2022-04-01
640,321,Business,84524.66,EUR,Inactive,1,2024-09-10
641,321,Checking,78621.16,USD,Active,8,2021-07-18
642,322,Checking,50011.96,EUR,Closed,8,2022-07-28
643,323,Business,91764.02,UZS,Inactive,9,2024-03-21
644,323,Business,32654.52,EUR,Active,5,2023-10-23
645,323,Business,75525.04,EUR,Active,4,2023-07-16
646,324,Business,67378.89,EUR,Active,2,2023-02-28
647,324,Savings,15422.76,GBP,Inactive,1,2025-01-15
648,325,Business,38023.13,EUR,Active,9,2025-03-28
649,325,Business,40254.57,EUR,Closed,9,2023-05-01
650,326,Business,89305.92,GBP,Closed,7,2022-08-04
651,326,Business,78318.25,UZS,Closed,10,2021-09-04
652,327,Joint,3468.18,GBP,Closed,7,2024-09-13
653,328,Checking,13228.22,USD,Closed,4,2023-07-30
654,328,Joint,12900.58,UZS,Closed,9,2020-09-05
655,328,Joint,73910.94,EUR,Inactive,5,2024-11-14
656,329,Checking,50376.82,EUR,Active,10,2024-11-24
657,330,Business,59876.99,UZS,Closed,7,2024-10-15
658,330,Joint,35502.97,USD,Closed,3,2023-03-17
659,331,Savings,66528.74,USD,Active,5,2024-10-05
660,331,Joint,59504.9,USD,Closed,7,2024-11-22
661,332,Business,9306.96,UZS,Active,6,2022-07-27
662,333,Joint,49544.31,UZS,Inactive,2,2020-11-11
663,333,Joint,32480.38,UZS,Closed,4,2025-04-10
664,334,Checking,97046.03,USD,Active,6,2021-08-22
665,334,Business,80636.94,EUR,Inactive,7,2024-02-12
666,334,Joint,33650.4,EUR,Inactive,3,2023-12-29
667,335,Business,68762.37,UZS,Inactive,5,2025-02-19
668,336,Joint,85010.39,USD,Closed,7,2021-04-24
669,337,Business,16270.04,EUR,Active,2,2022-05-04
670,338,Business,96719.18,USD,Closed,2,2023-10-03
671,339,Business,61375.35,UZS,Active,2,2021-10-25
672,339,Joint,72492.18,EUR,Closed,1,2022-01-13
673,340,Joint,61550.74,EUR,Inactive,7,2024-08-10
674,340,Business,59730.45,GBP,Inactive,8,2025-03-10
675,340,Savings,13700.11,USD,Active,8,2024-05-08
676,341,Business,45991.09,UZS,Closed,4,2023-04-20
677,341,Business,17033.5,USD,Inactive,2,2021-03-30
678,342,Checking,22839.12,USD,Inactive,8,2025-04-17
679,342,Business,34979.6,GBP,Inactive,5,2020-12-09
680,342,Checking,74019.71,UZS,Active,3,2022-10-22
681,343,Business,13603.39,GBP,Inactive,2,2025-04-05
682,343,Checking,47199.03,USD,Inactive,5,2023-12-25
683,344,Savings,83003.33,UZS,Closed,7,2021-10-06
684,344,Savings,97763.22,UZS,Closed,10,2022-02-08
685,345,Business,82703.87,USD,Closed,3,2024-11-22
686,345,Business,67051.42,UZS,Inactive,8,2021-04-12
687,345,Joint,29955.59,GBP,Active,3,2020-08-03
688,346,Savings,4928.51,EUR,Inactive,1,2025-05-07
689,347,Joint,71119.37,USD,Closed,4,2020-12-08
690,348,Checking,61575.15,GBP,Closed,3,2021-12-21
691,348,Savings,65195.69,USD,Closed,7,2021-07-15
692,349,Checking,79806.54,USD,Active,8,2022-05-17
693,349,Joint,35202.66,GBP,Active,1,2025-03-30
694,349,Checking,50752.3,USD,Active,6,2025-04-23
695,350,Checking,2847.54,EUR,Inactive,3,2020-11-26
696,350,Savings,15020.34,USD,Active,1,2024-02-04
697,351,Savings,27393.01,UZS,Inactive,10,2020-10-23
698,351,Joint,31382.25,UZS,Active,10,2020-12-30
699,351,Checking,20875.29,EUR,Active,10,2022-04-18
700,352,Business,14239.78,UZS,Closed,10,2022-08-20
701,352,Savings,19040.91,EUR,Closed,3,2023-04-20
702,352,Joint,69896.21,UZS,Inactive,9,2024-02-21
703,353,Savings,15402.2,EUR,Closed,7,2021-03-12
704,354,Joint,9236.84,USD,Closed,9,2024-01-02
705,355,Savings,37040.06,EUR,Active,2,2022-06-30
706,355,Joint,13044.8,GBP,Inactive,5,2024-06-26
707,355,Savings,84182.15,UZS,Inactive,10,2024-05-30
708,356,Checking,35531.25,GBP,Inactive,4,2024-11-04
709,356,Joint,80151.18,UZS,Closed,7,2021-05-19
710,357,Checking,14586.38,EUR,Active,4,2021-08-01
711,357,Business,79049.87,USD,Inactive,9,2023-05-29
712,358,Savings,73141.48,USD,Closed,5,2022-12-02
713,358,Checking,18870.17,EUR,Active,5,2021-03-20
714,359,Savings,77183.12,USD,Active,3,2024-04-09
715,359,Business,39781.16,USD,Inactive,4,2023-07-09
716,359,Joint,81753.53,USD,Active,9,2022-04-23
717,360,Business,61877.24,EUR,Inactive,4,2024-04-04
718,360,Savings,98704.64,UZS,Inactive,1,2022-12-03
719,360,Savings,6014.98,UZS,Active,9,2024-05-17
720,361,Joint,39049.9,UZS,Inactive,7,2022-09-01
721,361,Checking,95682.87,USD,Inactive,3,2020-08-25
722,362,Joint,99578.38,UZS,Closed,5,2022-01-01
723,362,Checking,38531.56,USD,Closed,1,2021-02-03
724,362,Business,47235.55,EUR,Active,8,2022-03-25
725,363,Checking,68731.87,EUR,Active,6,2025-03-12
726,363,Business,2433.26,GBP,Active,2,2025-05-01
727,363,Checking,58267.69,GBP,Closed,3,2021-07-11
728,364,Savings,64603.97,EUR,Active,10,2024-01-21
729,364,Savings,79376.85,USD,Closed,10,2025-04-18
730,365,Checking,50785.21,UZS,Inactive,9,2020-10-15
731,366,Joint,11765.94,USD,Active,4,2022-01-31
732,366,Business,95255.75,EUR,Closed,10,2020-10-22
733,366,Joint,59705.86,UZS,Inactive,9,2021-04-13
734,367,Business,34183.08,UZS,Closed,6,2022-05-21
735,367,Joint,96779.69,EUR,Closed,7,2025-02-07
736,367,Savings,33428.32,GBP,Active,4,2024-04-15
737,368,Joint,54689.34,GBP,Inactive,9,2022-06-01
738,369,Checking,78350.12,EUR,Closed,5,2022-04-04
739,369,Business,8038.69,GBP,Active,7,2020-08-05
740,370,Savings,97114.95,USD,Closed,3,2020-07-18
741,370,Savings,26797.07,EUR,Closed,9,2024-05-28
742,370,Savings,32711.77,USD,Closed,1,2021-12-03
743,371,Checking,15387.19,EUR,Active,3,2023-06-12
744,371,Business,18710.09,USD,Closed,3,2022-06-17
745,371,Business,90980.95,GBP,Closed,10,2025-03-24
746,372,Checking,75471.33,UZS,Closed,5,2020-08-17
747,372,Checking,39094.86,GBP,Active,3,2020-11-03
748,372,Business,76965.98,EUR,Closed,6,2022-04-02
749,373,Business,23967.57,GBP,Inactive,1,2023-04-15
750,373,Business,18839.22,USD,Closed,4,2022-07-13
751,374,Checking,88821.6,UZS,Active,6,2023-10-23
752,374,Checking,89958.71,USD,Active,2,2024-01-05
753,375,Savings,93969.85,EUR,Inactive,4,2022-09-26
754,375,Business,66774.2,USD,Closed,9,2020-09-22
755,375,Business,54183.78,GBP,Closed,7,2023-03-17
756,376,Joint,4469.29,USD,Active,8,2022-12-03
757,377,Business,68254.24,USD,Closed,5,2023-01-20
758,377,Savings,67544.63,USD,Active,4,2021-05-03
759,377,Checking,53228.18,GBP,Active,4,2023-08-08
760,378,Joint,24500.51,EUR,Closed,4,2020-09-02
761,379,Checking,19500.6,EUR,Active,2,2021-12-12
762,379,Checking,15788.07,USD,Closed,9,2025-03-04
763,379,Business,46018.75,EUR,Active,3,2023-09-27
764,380,Business,64697.96,UZS,Closed,5,2021-03-22
765,380,Checking,94483.67,EUR,Active,1,2024-12-23
766,381,Checking,49318.4,EUR,Active,6,2023-10-09
767,381,Business,43697.78,USD,Inactive,4,2023-05-28
768,382,Joint,7169.28,GBP,Closed,5,2021-03-17
769,383,Joint,35667.92,UZS,Active,4,2022-09-26
770,384,Savings,91248.76,EUR,Inactive,8,2024-11-05
771,384,Savings,7706.4,GBP,Inactive,10,2022-02-06
772,384,Business,63510.3,GBP,Inactive,8,2024-08-04
773,385,Checking,70865.64,GBP,Active,2,2025-02-09
774,385,Business,72365.68,USD,Inactive,2,2023-12-03
775,385,Joint,15519.42,GBP,Active,1,2025-06-05
776,386,Checking,98701.89,EUR,Active,10,2021-02-05
777,386,Joint,68829.71,EUR,Active,6,2024-10-15
778,386,Business,35483.58,EUR,Inactive,3,2021-10-05
779,387,Joint,9289.41,EUR,Active,4,2023-08-17
780,387,Business,29253.25,GBP,Active,5,2025-06-06
781,387,Business,74774.63,GBP,Active,10,2020-10-20
782,388,Savings,8055.46,GBP,Active,5,2021-06-23
783,389,Business,3582.3,USD,Inactive,7,2021-12-26
784,389,Joint,22065.07,UZS,Active,7,2022-05-03
785,389,Business,36684.16,USD,Inactive,3,2020-10-19
786,390,Savings,64801.53,UZS,Closed,9,2025-03-13
787,390,Checking,94811.07,GBP,Active,2,2022-08-20
788,390,Checking,80321.44,GBP,Active,4,2021-06-14
789,391,Joint,70155.08,EUR,Active,7,2022-10-25
790,392,Savings,37780.78,USD,Closed,1,2025-03-06
791,393,Joint,72805.37,GBP,Active,3,2024-04-15
792,394,Joint,76676.56,UZS,Closed,4,2022-03-17
793,394,Business,61154.63,GBP,Closed,2,2023-08-01
794,395,Savings,42601.71,UZS,Closed,9,2021-06-04
795,396,Savings,6673.28,GBP,Inactive,9,2020-09-04
796,397,Business,64753.76,EUR,Closed,1,2023-04-04
797,397,Checking,77969.83,EUR,Inactive,1,2024-04-01
798,398,Joint,78234.87,EUR,Active,3,2024-01-06
799,398,Joint,6676.83,UZS,Closed,8,2020-09-07
800,399,Business,51874.08,EUR,Active,1,2025-03-11
801,399,Joint,18081.02,USD,Closed,6,2025-04-10
802,399,Checking,49815.51,UZS,Closed,10,2024-10-17
803,400,Savings,20703.4,EUR,Active,9,2022-12-01
804,401,Business,9442.66,GBP,Closed,10,2023-07-14
805,402,Checking,97045.04,USD,Closed,5,2022-09-30
806,402,Business,10774.19,GBP,Active,9,2024-12-19
807,403,Savings,16973.31,EUR,Active,6,2021-10-22
808,403,Joint,23184.6,GBP,Inactive,6,2024-02-28
809,404,Checking,65509.09,UZS,Inactive,3,2021-12-14
810,404,Savings,86413.05,USD,Inactive,8,2025-01-09
811,405,Checking,33913.18,USD,Active,6,2022-11-29
812,406,Business,81022.69,EUR,Inactive,4,2025-02-18
813,407,Joint,86053.63,GBP,Closed,1,2024-12-07
814,408,Savings,75168.68,USD,Inactive,1,2024-05-07
815,408,Savings,29137.12,GBP,Active,1,2024-10-01
816,409,Joint,96930.47,GBP,Active,2,2023-11-08
817,409,Joint,80291.39,USD,Active,3,2020-11-18
818,410,Joint,96331.82,EUR,Active,10,2021-04-15
819,410,Business,97219.69,EUR,Inactive,5,2024-02-18
820,410,Checking,93061.01,USD,Inactive,4,2023-11-19
821,411,Checking,38314.37,GBP,Active,1,2022-04-20
822,412,Joint,26336.42,USD,Closed,2,2023-03-23
823,412,Business,10021.42,GBP,Inactive,4,2021-09-20
824,412,Joint,32938.94,GBP,Active,7,2023-05-23
825,413,Savings,5355.58,EUR,Inactive,4,2020-10-26
826,413,Savings,30865.9,EUR,Inactive,10,2022-06-04
827,413,Checking,30360.34,UZS,Inactive,7,2025-04-08
828,414,Business,71501.78,USD,Active,10,2022-07-29
829,414,Business,58040.11,GBP,Closed,3,2024-05-11
830,414,Joint,41007.0,UZS,Closed,5,2020-07-08
831,415,Business,80053.36,UZS,Active,6,2022-10-23
832,416,Joint,35542.4,GBP,Active,8,2020-08-16
833,416,Business,29536.85,EUR,Closed,10,2024-04-08
834,417,Checking,90941.67,USD,Closed,1,2025-04-27
835,417,Joint,15866.81,EUR,Inactive,8,2020-11-14
836,418,Joint,13216.99,GBP,Active,9,2020-07-30
837,418,Savings,53728.45,UZS,Closed,9,2023-11-07
838,418,Business,16118.69,UZS,Active,2,2023-06-07
839,419,Savings,64704.85,USD,Closed,6,2022-08-31
840,419,Savings,31729.9,USD,Closed,3,2022-07-14
841,420,Savings,41907.57,GBP,Active,7,2024-04-18
842,420,Joint,18491.05,USD,Inactive,6,2020-08-17
843,420,Joint,98231.85,UZS,Active,7,2023-11-20
844,421,Joint,20072.22,EUR,Inactive,1,2025-05-22
845,421,Joint,70373.45,GBP,Closed,7,2023-12-06
846,421,Joint,43464.23,GBP,Inactive,5,2025-04-21
847,422,Checking,81830.18,EUR,Active,7,2024-12-31
848,423,Joint,93535.96,EUR,Inactive,7,2022-01-03
849,424,Checking,63591.44,USD,Active,4,2025-05-04
850,425,Savings,91438.56,UZS,Inactive,3,2024-12-04
851,426,Savings,44022.38,EUR,Inactive,7,2021-08-04
852,426,Joint,99557.72,GBP,Active,3,2021-01-15
853,426,Checking,48849.47,GBP,Active,5,2022-10-28
854,427,Joint,71862.34,GBP,Active,2,2022-07-15
855,428,Business,43769.11,GBP,Closed,5,2022-04-27
856,428,Checking,29446.87,GBP,Inactive,1,2020-12-09
857,428,Business,76151.91,USD,Closed,9,2021-08-20
858,429,Checking,5965.9,GBP,Closed,2,2021-08-31
859,429,Business,4368.3,EUR,Active,4,2025-02-28
860,430,Joint,32026.68,UZS,Active,4,2021-03-04
861,430,Business,6552.96,EUR,Closed,6,2023-06-09
862,430,Checking,40285.73,USD,Inactive,5,2023-01-08
863,431,Business,78252.48,USD,Closed,6,2025-04-26
864,431,Savings,59039.06,UZS,Closed,8,2023-08-21
865,431,Joint,9706.32,GBP,Inactive,1,2023-02-20
866,432,Checking,41064.08,USD,Active,4,2024-03-05
867,433,Joint,93765.81,USD,Inactive,10,2023-02-23
868,433,Joint,14081.57,GBP,Active,10,2021-12-23
869,434,Joint,58430.95,EUR,Inactive,8,2024-04-08
870,435,Joint,49354.2,USD,Closed,1,2021-06-14
871,436,Business,74958.88,EUR,Inactive,6,2022-02-06
872,436,Joint,36743.05,GBP,Inactive,3,2021-12-01
873,436,Savings,77728.69,GBP,Inactive,1,2023-07-16
874,437,Joint,63529.3,GBP,Active,2,2024-08-05
875,437,Checking,80689.17,USD,Inactive,10,2021-09-17
876,437,Checking,1215.38,USD,Active,9,2022-02-23
877,438,Business,75129.76,UZS,Active,9,2024-02-01
878,438,Joint,27296.24,GBP,Active,2,2023-12-31
879,438,Checking,92250.81,UZS,Inactive,2,2022-03-22
880,439,Savings,55595.84,USD,Inactive,3,2023-08-02
881,439,Joint,15232.77,EUR,Inactive,3,2021-09-30
882,440,Business,60525.14,USD,Inactive,7,2023-02-08
883,441,Checking,15934.4,USD,Active,4,2021-05-06
884,442,Business,77222.26,GBP,Inactive,8,2022-12-01
885,442,Business,45307.12,USD,Active,8,2023-05-24
886,443,Business,43415.49,USD,Closed,6,2021-06-05
887,443,Checking,63186.42,GBP,Inactive,7,2022-08-18
888,444,Business,5927.78,GBP,Closed,3,2025-03-26
889,444,Business,24956.03,UZS,Inactive,7,2021-04-25
890,445,Business,93363.32,UZS,Inactive,8,2023-04-27
891,445,Joint,61831.63,UZS,Inactive,2,2024-09-11
892,445,Savings,99397.89,UZS,Active,4,2020-07-21
893,446,Checking,84382.63,USD,Inactive,9,2024-08-25
894,446,Business,41129.24,UZS,Inactive,6,2024-08-07
895,446,Joint,45909.11,UZS,Active,7,2021-12-07
896,447,Savings,50033.09,EUR,Closed,9,2023-08-25
897,448,Checking,93987.55,GBP,Active,7,2023-03-18
898,448,Business,15286.47,EUR,Active,10,2023-05-07
899,448,Checking,39908.7,USD,Active,5,2022-11-07
900,449,Joint,64337.32,EUR,Active,3,2025-02-14
901,449,Savings,37305.87,UZS,Closed,5,2021-04-27
902,450,Savings,31376.41,USD,Closed,1,2021-02-25
903,451,Checking,22312.39,USD,Inactive,10,2022-04-01
904,452,Checking,88385.04,GBP,Active,9,2021-04-05
905,452,Checking,16923.58,USD,Active,6,2022-08-24
906,452,Business,68599.74,UZS,Closed,8,2024-04-28
907,453,Business,65084.8,UZS,Closed,9,2025-05-11
908,453,Savings,92617.59,EUR,Active,7,2024-02-07
909,453,Checking,12929.7,USD,Active,10,2022-03-23
910,454,Business,46259.1,USD,Inactive,7,2025-03-24
911,454,Joint,5697.5,EUR,Inactive,7,2021-07-09
912,455,Savings,49042.1,EUR,Closed,2,2022-11-14
913,455,Savings,73970.42,UZS,Active,1,2023-05-15
914,455,Savings,56121.38,UZS,Active,8,2023-10-18
915,456,Checking,67237.88,UZS,Closed,6,2023-12-25
916,457,Savings,93405.43,UZS,Closed,10,2023-10-02
917,457,Joint,11207.1,USD,Inactive,4,2023-10-11
918,457,Business,51678.29,UZS,Inactive,7,2023-07-18
919,458,Joint,57020.29,GBP,Inactive,1,2023-10-17
920,459,Business,55631.77,UZS,Active,4,2021-07-30
921,460,Business,18207.6,UZS,Active,4,2021-10-14
922,461,Business,89817.44,USD,Closed,8,2023-11-11
923,461,Savings,1380.28,USD,Active,3,2023-11-16
924,462,Savings,35671.51,EUR,Active,2,2024-12-09
925,462,Business,11795.02,EUR,Closed,9,2021-04-05
926,462,Business,68295.42,USD,Closed,1,2023-12-25
927,463,Joint,47271.76,USD,Inactive,9,2023-01-07
928,463,Business,72990.06,EUR,Active,4,2024-10-09
929,464,Checking,49284.97,EUR,Closed,2,2021-01-09
930,464,Savings,88043.14,GBP,Active,1,2024-02-20
931,464,Checking,19893.14,UZS,Closed,5,2024-08-24
932,465,Joint,58333.91,UZS,Inactive,3,2023-06-30
933,466,Joint,75834.1,GBP,Active,1,2023-08-16
934,467,Joint,9277.96,GBP,Closed,6,2023-08-27
935,468,Joint,37364.22,EUR,Active,1,2025-06-20
936,468,Checking,33160.87,UZS,Closed,4,2023-05-05
937,468,Joint,33795.31,EUR,Active,10,2022-01-20
938,469,Business,21641.73,GBP,Inactive,7,2023-03-25
939,470,Business,77273.73,USD,Active,1,2022-08-16
940,470,Joint,94016.2,GBP,Closed,9,2022-10-18
941,471,Checking,24089.71,UZS,Active,2,2024-03-13
942,471,Savings,47313.01,UZS,Inactive,5,2022-11-03
943,471,Joint,43670.46,UZS,Active,9,2022-01-06
944,472,Business,26406.59,USD,Closed,7,2022-05-27
945,473,Joint,34928.29,UZS,Closed,7,2024-05-17
946,473,Checking,6712.03,USD,Inactive,8,2023-08-18
947,473,Checking,16692.87,UZS,Inactive,6,2023-11-02
948,474,Business,77082.87,EUR,Active,10,2024-07-16
